,Unnamed: 0,context,question,answerA,answerB,answerC,correct
311,311,"Ash tentou por anos sem sucesso, mas Ash estava finalmente grávida.",O que Ash vai querer fazer a seguir?,Cuide de si mesma,Aborreça sua gravidez,Esconda a gravidez,A
312,312,Casey fez a pele das cinzas rastejar porque as cinzas suspeitavam que o caso era um terrorista.,O que vai acontecer com Casey?,ser ignorado,ser aterrorizado,ser reportado,C
313,313,Tracy sentou-se ao lado de Ash e começou a beijá-lo suavemente.,O que Ash vai querer fazer a seguir?,Seja romântico,Beijo de volta,Fugir,B
314,314,Riley realmente amava a maneira como seu amigo Cameron cantava.,Como você descreveria Riley?,Como alguém que aprecia a maneira como seu amigo canta,Apaixonado,Orgulhoso de Cameron,A
315,315,Skylar compartilhou a comida igualmente entre seus colegas de trabalho e sua família em casa.,Como você descreveria o Skylar?,Fico feliz em compartilhar,tipo,desleais,B
316,316,"Lee teve seu novo cachorrinho Alex por apenas alguns meses, mas o cão tinha aprendido todos os comandos básicos tão rapidamente, então Lee ensinou Alex novos truques.",O que Lee precisa fazer antes disso?,Necessário para recompensar Alex,Sabia que Alex era um aprendiz rápido,necessário para dar Alex um banho,A
317,317,Jan visitou o amigo de Kendall e eles conversaram a noite toda.,Por que Jan fez isso?,Pergunte a Jan o que ela achou de seu amigo,Converse com seu amigo,divirta-se,C
318,318,Carson desafiou seu amigo para uma corrida até a caixa de correio e de volta.,O que vai acontecer com Carson?,Correr muito rapidamente,ganhar a aposta,ganhar a corrida,A
319,319,O Lee pôs tudo em ordem porque não tinha dinheiro suficiente para comprá-lo.,Como os outros se sentiriam como resultado?,Companheiro em relação a Lee,em dívida,um comprador impulso,A
320,320,"A Taylor construiu uma casa de pássaros, sabia que devia usar pregos ou parafusos, mas usava cola de qualquer maneira.",O que Taylor fez?,comprar cola,Fizeram uma casa de pássaros,Tenha acesso à cola,B
321,321,"Kai assumiu a posição em nome de Robin, e disse ao júri que Robin nunca machucaria ninguém.",O que Robin vai querer fazer a seguir?,tomar a posição de defender-se,inocente,Grite com Kai por tentar ajudá-los,A
322,322,"Depois que Casey tinha soprado o cabelo seco, eles encontraram muitas pontas de cabelo divididas.",O que Casey vai querer fazer a seguir?,condicionar todo o seu cabelo,Compre um ar condicionado,necessário para ir no banheiro,A
323,323,"Quando o carro quebrou na casa de Lee, Riley substituiu o pneu de Lee.",O que Riley precisa fazer antes disso?,Vá para a casa de Lee,Ir para o revendedor de automóveis,Leve seu carro para longe,A
324,324,Kendall usou sua bicicleta como meio de transporte para ir à loja buscar leite.,Porque é que o Kendall fez isto?,Coloque o capacete sobre a cabeça,Verifique a pressão do ar em sua bicicleta,Orgulha-te,C
325,325,Lee foi ao parque para jogar futebol com alguns amigos que ele tinha.,Como Lee se sentiria depois?,deprimido,feliz,triste,B
326,326,Casey ajudou Kendall a manter sua boa atitude para que eles pudessem fazer o dever de casa.,O que Casey vai querer fazer a seguir?,obter mais lição de casa,Obrigado Casey por ajudar,fazer algo divertido,C
327,327,"Jan não fez nenhum favor a Bailey, pois eles eram inimigos jurados desde o nascimento.",Como Bailey se sentiria como resultado?,Não perdoar,eles eram felizes,Eles queriam vingança,A
328,328,"Kai ansiava por uma bicicleta própria, mas não podia pagar uma por conta própria.",O que Kai precisa fazer antes disso?,necessário para bater a bicicleta,Necessário para roubar a bicicleta,Necessário ter um bom equilíbrio,C
329,329,Jan trabalhou duro por meses e economizou dinheiro para tirar férias na próxima semana.,O que Jan vai querer fazer a seguir?,Peça um aumento,Vai viajar pelo mundo,queria ir em uma viagem,C
330,330,"Jan sabia que seu apartamento era pequeno demais para um cachorro, mas ela comprou um de qualquer maneira.",Por que Jan fez isso?,ficar sozinho,tem companhia,Treinar seu cão,B
331,331,Carson escondeu a identidade de Taylor porque ela estava se disfarçando para a CIA.,O que vai acontecer com Taylor?,entediada,Diga a Taylor o que fazer,inteligente,C
332,332,O Casey dividiu os cabelos porque eles querem ter dois rabos de cavalo.,Porque é que o Casey fez isto?,Faça isso como seus amigos que têm dois rabos de cavalo,Observe o ginásio,obter um elástico,A
333,333,Jan desafiou os caras para um jogo de basquete com suas namoradas. Os caras riram e riram e finalmente concordaram.,O que Jan e as meninas farão a seguir?,dormir,estiramento,banhos de sol,B
334,334,Quinn ligou para o filho e disse que ele estava fora do toque de recolher e precisava voltar para casa.,O que os outros vão querer fazer a seguir?,Venha para casa imediatamente,Preocupado com a segurança do filho,estava a fazer cumprir as suas regras,A
335,335,"Riley disse a Carson para doar o dinheiro, porque se eles fossem pegos com ele, eles iriam para a prisão.",Como Carson se sentiria como resultado?,Com raiva de ter que gastar o dinheiro,Medo de ser pego com o carro,Medo de ser pego com o dinheiro,C
336,336,Lee colocou o telefone de Remy fora durante a sua noite de encontro tranquila.,Porque é que o Lee fez isto?,abraço Remy,Queria ter momentos profundos,Fale com Remy,B
337,337,Lee não podia comprar os itens agora. Lee colocou tudo em layaway.,Como você descreveria Lee?,Não é bom com dinheiro,Trabalhando o tempo todo,determinado,A
338,338,Riley estava vendendo limonada e terminou o dia com muito dinheiro do empreendimento.,Porque é que a Riley fez isto?,Passivo,rico,Preguiçosa,B
339,339,"Cameron enfrentou-os sozinho, depois de ficar doente do trio intimidando seu grupo todos os dias na escola.",Como os outros se sentiriam como resultado?,que eles precisam correr rapidamente para a defesa de Cameron,Cansado de ser empurrado,Recuar e encontrar reforços mais fortes para ajudar Cameron,A
340,340,Austin agarrou as chaves do Quinn para que pudessem ir para o parque.,O que Quinn vai querer fazer a seguir?,Procure suas chaves,Caminhada para o parque,Dirigir até o parque,C
341,341,"Quinn parecia que Quinn perdeu um xelim e encontrou seis pence, mas não entendeu a moeda, então apenas deu-lo.",O que acontecerá com os outros?,ser gritado com,ficar com raiva,Torne-se mais rico,C
342,342,"Ash lembrava-se de quando ela era pequena, sentiria o cheiro de madeira queimando em seus avós.",Como Ash se sentiria depois?,tenso,feliz,odioso,B
343,343,"Quando os filhos da Jordan chegarem da escola, guardem o telefone para brincar.",Como você descreveria a Jordânia?,viciado em seu telefone,Atenta aos seus filhos,Ainda bem que seus filhos querem brincar,B
344,344,"Lee terminou a vida de alguém cedo, e agora está no corredor da morte por assassinato.",Como Lee se sentiria depois?,Arrependendo-se de que eles iriam morrer,raivoso,Irritado por terem fugido,A
345,345,Tracy mandava em Ash o tempo todo porque eles se sentiam no direito de fazê-lo.,O que Tracy precisa fazer antes disso?,aspirar a ser uma pessoa gentil,Tenha uma forte opinião de si mesmo,mostrar a Ash que ela era superior,B
346,346,A Jan ainda não tinha almoçado e não tinha dinheiro.,Por que Jan fez isso?,Coma alguma coisa,Seja ganancioso com Cameron,Afastando-se de Cameron,A
347,347,Kendall sentiu o caroço dentro da boca de Jesse e olhou para ele.,O que Jesse vai querer fazer a seguir?,encontrar uma maneira de se livrar do caroço,Chame o médico,help jesse,B
348,348,Austin nunca havia se tornado um monstro para a festa de Halloween antes.,Como você descreveria Austin?,Não criativo,fantasizing,emocionado,A
349,349,Tracy comprou o item de Quinn quando Quinn precisava de algum dinheiro para a comida.,O que Quinn vai querer fazer a seguir?,Esconda o dinheiro,Compre alguns mantimentos,Coloque o item de lado,C
350,350,Lee terminou seu relacionamento porque Lee queria viajar pelo mundo.,Como você descreveria Lee?,interessante,entediante,letárgico,A
351,351,A Riley foi muito rentabilizada.,O que Riley vai querer fazer a seguir?,Gastar menos,Faça um plano,economizar dinheiro,C
352,352,Taylor ajudou Casey a formar uma opinião sobre o que comprar para o jantar.,Como Taylor se sentiria depois?,É bom estar a jantar.,Alguém que ajudou o Casey,Como se estivessem a fazer o jantar,B
353,353,A Sydney visitou a minha amiga enquanto ela estava na cidade.,Como se sentiria Sydney depois?,mau,um viajante do mundo,Maravilhosa,C
354,354,"Ele viu que seus amigos estavam online jogando seu jogo favorito, então ele se juntou e se tornou outro jogador.",O que a Jordânia precisa fazer antes disso?,Certifique-se de que todas as suas tarefas são feitas antes que ele possa jogar o jogo com seus amigos,ler colunas de conselhos de relacionamento on-line antes que ele possa jogar,Vire o monitor para que ele não possa ver a tela,A
355,355,Aubrey deu-lhes o nome de Jan para que ela não fosse culpada pela provação.,Como você descreveria Aubrey?,dobras sob pressão,Tem uma vontade de aço,satisfeito,A
356,356,Kendall viu Austin mais tarde que a mudança e acenou para ela amorosamente.,O que Kendall precisa fazer antes disso?,Ignorar o Riley,Andar por aí,Diga Olá ao Kendall,B
357,357,Quinn viu a mãe de Ash na loja e parou para dizer o inferno para ela.,O que Quinn vai querer fazer a seguir?,Sair da loja,não tinha visto Ash há um tempo e queria perguntar à mãe de Ash como eles estavam fazendo,ter uma conversa,C
358,358,Carson disse a seu professor que nunca faria seu dever de casa.,Como o professor se sentiria como resultado?,muito desafiador,Como Carson não pode ser ajudado,Um bom aluno,B
359,359,Addison pegou moscas na casa para que o ambiente fosse melhor para todos.,Porque é que a Addison fez isto?,ser irritante,ser útil,obter um fly swatter,B
360,360,"Depois que a garçonete colocou em sua história de soluço sobre o quão difícil era fazer face às despesas, Tracy incluiu outra dica.",Porque é que a Tracy fez isto?,elogiá-la,Deixe a garçonete saber que ela gostou dela,marcar a dica extra como uma dedução fiscal para o seu negócio,B
361,361,Tracy colocou o quebra-cabeça de Carson juntos depois de pensar por um longo tempo.,O que Carson vai querer fazer a seguir?,Verifique o quebra-cabeça,Faça o quebra-cabeça,Necessário para criar estratégias,A
362,362,Riley viu Cameron se afastar da mesa depois que eles terminaram de comer.,O que Riley vai querer fazer a seguir?,Limpe a bagunça,começar a comer,Limpar,A
363,363,Alex andou humildemente com seu deus durante um sonho em que eles conheceram seu criador.,Como você descreveria Alex?,espiritual,Maravilhoso,iluminado,A
364,364,"Casey era cego e não conseguia se locomover pelo campus da escola sem assistência, mas eles tinham um cão de visão chamado Marley, e Casey levou seu cão Marley para todos os lugares.",Como você descreveria Casey?,em preguiçoso,desenvoltura,Apaixonado por Marley,C
365,365,Ash trouxe os cães para a casa de Addison para tê-lo lavado e preparado.,Por que Ash fez isso?,bom em grooming cães,pagar Addison por seus serviços,Porque os cães estavam com fome e cansados,A
366,366,Tracy foi às compras no mercado e trouxe muitos itens bons no super mercado como peixe e carne.,O que Tracy vai querer fazer a seguir?,ficar com raiva,comprar mais comida,Coma um bom jantar,C
367,367,"Taylor sabia muito sobre Jesse, mas nunca pensou que eles iriam revelar todos os segredos que tinham.",Como Taylor se sentiria depois?,como confidenciar segredos com Jesse também,Como levar Jesse para os professores,chocado com o segredo revela,C
368,368,Kendall deixou Jan alto e seco no parque para ir ver um filme.,O que vai acontecer com Jan?,triste,Assista ao filme sozinho,mau sobre deixar Jan,A
369,369,"Como eles não conseguiram resolver suas diferenças, Taylor se divorciou de seu marido.",O que acontecerá com os outros?,eles serão solteiros,Entristeça-se com o divórcio,Casar com Taylor,A
370,370,A Jan agarrou a Riley pelo cabelo depois de descobrir que tinha dormido com o namorado na semana passada.,O que vai acontecer com Jan?,Faça amizade com Riley,ser ferido,ser socado no rosto por Riley,C
371,371,Carson teve um bronzeado em férias quando ela foi para o México.,O que Carson precisa fazer antes disso?,ficar em casa,Obtém bilhetes,não fazer nada,B
372,372,Tracy pratica cantar todas as noites para se tornar boa em cantar.,Como Tracy se sentiria depois?,Eles fizeram o seu melhor,Como se eles pudessem usar alguma prática,Apaixonado por cantar,A
373,373,Tracy era inspetor de karatê de Bailey e Tracy ensinou Bailey bem o suficiente que Bailey foi capaz de ganhar o torneio.,O que vai acontecer com Tracy?,Ganhe um prêmio no torneio,Ser reconhecido como um bom professor,Desistir do seu trabalho,B
374,374,O Alex derramou o café da Riley e arranjou-lhes outro copo.,O que Alex precisa fazer antes disso?,pedir desculpa,limpá-lo,Derramou o café,A
375,375,A Tracy sabia que o Quinn tinha muito pouco dinheiro e comprou o que a Quinn tinha para vender.,Como Tracy se sentiria depois?,egoísta,média,carinhoso,C
376,376,Carson retirou dinheiro para fazer uma compra no supermercado.,Por que Carson fez isso?,Queria fazer um pagamento,queria para check-out a comida,Ir para um ATM,B
377,377,Aubrey tinha uma vida muito ocupada e precisava trocar de roupa com frequência.,Por que Aubrey fez isso?,Encaixe-se com a multidão,mau,Compre roupas novas,A
378,378,"Carson sabia que ele era mais rápido do que seu amigo, então ele desafiou-os para uma corrida.",Como Carson se sentiria depois?,Angustiado,Motivado,Temível,B
379,379,Skylar deu a Robin a capacidade de seguir em frente após a tragédia que aconteceu com ela.,Por que Skylar fez isso?,Apoio Robin,Dê suas condolências,Queria que seu amigo tivesse um fechamento,C
380,380,"Cameron ia ficar fora por um longo tempo, então ele beijou sua mãe na bochecha.",Como os outros se sentiriam como resultado?,Tão triste,como calma,como irritado,A
381,381,Taylor matou Addison pelos crimes que cometeu.,O que Taylor precisa fazer antes disso?,Ela era uma juíza,Necessário para fazer um julgamento,Necessário para avaliar a comunidade,B
382,382,"Sasha começou uma fogueira, mas a chuva continuava a apagá-la rapidamente.",Como Sasha se sentiria depois?,industrious,azarado,Estaria preocupado com a sua saúde,B
383,383,"Remy deu a Skylar um presente pequeno, mas pensativo. Aparentemente Remy queria se tornar amigo de Skyler. Remy parece ser uma boa pessoa.",O que a Skylar vai querer fazer a seguir?,Acredita que atos bondosos criarão amigos,Devolver algo ao Remy,tem sentimentos positivos por Skylar e agiu sobre eles,B
384,384,Remy queria se livrar de todo o seu estoque de livros. Remy ofereceu um desconto sobre este livro quando encomendado.,O que Remy precisa fazer antes disso?,cobrar aos clientes o preço total,Envie um aviso sobre o desconto,comprar livros de Remy com desconto,B
385,385,Lee ensinou ao mágico Alex alguns truques novos para usar em seu show.,Porque é que o Lee fez isto?,Faça um bom show,Aprenda algo novo,Seja um mentor de Alex,C
386,386,"Addison estava muito doente e não foi capaz de ir para a escola ou fora para jogar, então Addison sentou-se e assistiu TV.",Porque é que a Addison fez isto?,TV odiada,Estava fraco por estar doente,Continue assistindo televisão,B
387,387,Bailey chegou em casa para perceber que não havia leite ou comida na geladeira. Bailey dirigiu até a loja.,O que Bailey precisa fazer antes disso?,Certifique-se de que a loja estava aberta,Certifique-se de que a loja foi fechada,Esqueça o que eles precisam,A
388,388,Aubrey abriu a porta para tirar a pizza que eles estavam cozinhando.,Como Aubrey se sentiria depois?,Alguém que gosta de pizza,Como se saíssem para jantar,Bom para fazer algo bom,C
389,389,Kendall esqueceu a carteira de Aubrey apesar de repetidos lembretes de Aubrey sobre isso.,Como você descreveria Kendall?,tola,Perturbado,Muito distante,C
390,390,Sydney escorregou a língua de Cameron para fora de sua boca para colocar a pílula que eles precisavam tomar em cima dela.,O que vai acontecer com Cameron?,ser prejudicado,ficar doente,Mantenha-se saudável,C
391,391,Skylar queria ganhar a competição de canto. Skylar cantou seu coração para fora.,O que a Skylar precisa fazer antes disso?,ganhar a competição de canto,Prática para a concorrência,cantar o seu melhor para ganhar a competição de canto,B
392,392,Jordan fez um arco após a apresentação no teatro.,O que os outros vão querer fazer a seguir?,Faça um encore,Onda na multidão,"Obrigado, Jordan",C
393,393,Jordan tornou-se o último jogador no torneio de paintball tático de alto risco.,Como você descreveria a Jordânia?,um shooter preciso,um jogador de paintball amador,Incapaz de atingir um alvo,A
394,394,Kendall viu Austin mais tarde e pediu-lhe para sair com ele.,Como se sentiria Austin como resultado?,muito irritado,muito gostei,Como ir para casa,B
395,395,"Addison foi para a aula no dia seguinte, o que era diferente para ela, já que ela geralmente pula a escola todos os dias.",Como você descreveria Addison?,Como um quadrado,Preguiçosa,Como um bom aluno,B
396,396,Aubrey tomou o revés na passada e terminou a sua lição de casa.,O que Aubrey vai querer fazer a seguir?,Acabar a tempo,fazer algo divertido,Peça um descanso,B
397,397,Tracy olhou de volta para Kai porque ela era tão bonita.,Como você descreveria Tracy?,interessado,rude,linda,A
398,398,"Casey viu um estudante intimidando outro estudante, então Casey mandou o estudante para casa suspenso enquanto aguardava a investigação.",O que é que o Casey precisa de fazer antes disso?,Ajudar a pessoa intimidada,trabalho na escola,mostrar autoridade,B
399,399,Ash disse a Casey que eles precisavam de ajuda com seu trabalho naquele dia.,O que Ash precisa fazer antes disso?,ir para o trabalho,Precisa de ajuda,comprar um pônei,B
400,400,Jan pergunta a Cameron se eles estão indo para a festa. Cameron dá de ombros em Jan.,Como você descreveria Cameron?,indeciso,Cansado e pronto para ir para casa,Incerteza e pronto para ir para casa,A
401,401,Sydney escorregou ao tentar furar a língua de Cameron na loja.,Como você descreveria Sydney?,Senti-me envergonhada,uma pessoa descuidada,uma pessoa talentosa,B
402,402,"Remy presenteou Skylar com a aparência de amizade, embora eles não gostassem muito de Skylar.",Por que Remy fez isso?,Evite o confronto,usar Skylar para suas conexões,Mantenha Skylar de saber,B
403,403,"O Taylor não conseguia alimentar-se porque era muito pequeno, o Carson levou a colher até à boca do Taylor para o alimentar.",O que Taylor vai querer fazer a seguir?,Coma a comida,Desfrutar,Abra sua boca,A
404,404,"Tracy fez uma aposta com seus amigos, e Tracy ganhou a aposta.",O que acontecerá com os outros?,Perder dinheiro,carose,celebre,A
405,405,"Kendall e Austin chegaram ao trabalho ao mesmo tempo, Kendall os viu novamente mais tarde naquela mudança.",O que vai acontecer com Kendall?,continuar a trabalhar,ele vai falar com kendall,Deixe o turno,A
406,406,Jesse deu ao bebê o nome de seu pai e estava orgulhoso de continuar a tradição.,O que os outros vão querer fazer a seguir?,Honrar seu pai,Comemore sua decisão,repreendê-la,B
407,407,Tracy pegou a escada da Addison enquanto Addison não estava olhando.,Porque é que a Tracy fez isto?,Recuperem a escada,Obter algo em uma prateleira alta,Pergunte a Tracy para onde foi sua escada,B
408,408,Contei à Addison um segredo sobre o meu amigo e a Addison contou ao meu amigo.,Como se sentiria a Addison depois?,feliz que ela disse,Como ela me traiu,Addison tem uma boca grande,B
409,409,Sasha ligou para Addison no trabalho sem saber que não podia receber chamadas pessoais durante o horário de trabalho.,Como Sasha se sentiria depois?,Muito apressado,apologética,humilhado,B
410,410,Ash perdeu o trabalho devido à sua infecção de dente ruim.,O que Ash vai querer fazer a seguir?,puxar o dente,pegar horas,Vá ao dentista,C
411,411,Lee mostra a Alex os novos truques que aprendeu na prática.,Como Alex se sentiria como resultado?,Aprenda os truques de Alex,Trabalhador em tudo o que faz,como normal,C
412,412,A Sydney era a mãe do Ash e dava dinheiro aos filhos.,O que Sydney vai querer fazer a seguir?,Seja pago,tinha que fazer algo de bom para sua mãe como lavar o carro,Ela tinha que dizer a sua mãe que ela precisava de dinheiro.,B
413,413,Bailey chorou quando Alex terminou com ela no último sábado.,O que vai acontecer com Alex?,Rir com Bailey,Chore com Bailey,Quero voltar a trabalhar com o Shawn.,B
414,414,Jordan puxou a máquina de lavar louça aberta e começou a descarregar os pratos.,Como você descreveria a Jordânia?,Feliz é tudo colocado,Responsáveis,Preguiçosa,B
415,415,Jan revisou todas as receitas que continham laticínios porque Jan era alérgico a laticínios e não podia comê-lo.,Por que Jan fez isso?,Faça algo não lácteo,seguro,Escolha os que não têm leite,A
416,416,Carson encontrou as palavras para descrevê-lo e foi a melhor coisa que ele já viu naquele ano.,Por que Carson fez isso?,em reverência,Escreva em seu blog sobre isso,Conte a todos os seus amigos sobre isso,C
417,417,Jan pediu a Casey para tentar terminar de cortar o gramado antes que seus amigos chegassem.,O que Jan precisa fazer durante este tempo?,Limpar a casa antes que seus amigos cheguem para nadar,deve ir para a loja e pegar ingredientes para salada de batata,"não preparar refeições para seus amigos, apenas bebidas",A
418,418,Casey foi ao supermercado e depois precisou ir ao médico.,O que Casey vai querer fazer a seguir?,Guarde os papéis de lado,Vá ao médico,comprar comida,B
419,419,Tracy era bom no futebol e se juntou a uma equipe de futebol local.,Como Tracy se sentiria depois?,Eles são os melhores,Como jogar futebol,Eles praticaram duro,B
420,420,Jesse era muito irresponsável e mijou um monte de dinheiro na parede.,O que Jesse precisa fazer antes disso?,Quis acalmar a sua dor interior,comprar um monte de itens desnecessários,Queria viver rápido e morrer jovem,B
421,421,Skylar limpou a sala de jogos dos filhos. Ela pisou em um topo e colocou-o dentro da caixa de brinquedos.,O que fez Skylar?,colocar um top de brinquedo,Aspirar o tapete,Fizeram os pratos,A
422,422,Robin gerenciou bem suas emoções e lidou com o problema com calma.,Como Robin se sentiria depois?,Orgulhoso depois,maduros,Sem controle depois,A
423,423,Robin estava dirigindo sob a influência de álcool e dirigiu para um poste de telefone.,Como você descreveria Robin?,envergonhada,Capaz de dirigir bêbado,Irresponsável por dirigir bêbado,C
424,424,A Bailey usou o cartão roubado da mãe para comprar uns sapatos.,Como você descreveria Bailey?,muito mau,generoso e altruísta,Não se importa com outras pessoas,C
425,425,Jan tentou um novo truque com seu skate.,Por que Jan fez isso?,skate todo o caminho de volta para casa,show off,ir para o parque de skate para praticar,B
426,426,Robin chamou o trabalho de Austin para falar com eles para ver o que eles estavam fazendo depois.,Como Robin se sentiria depois?,Como eles aprenderam sobre seu amigo,impolite,Como se falasse com seu amigo,C
427,427,Sasha fez uma pontuação perfeita em seu teste para a faculdade.,O que Sasha precisa fazer antes disso?,Submetê-los aos seus colégios de escolha,obter um bom sono,estudo,C
428,428,"Tracy levou a escada de degraus de Addison de volta para Addison, embora Addison tenha esquecido que eles a pegaram emprestado.",Como você descreveria Tracy?,uma pessoa sorrateira,um trapaceiro / mau amigo,confiável & bom,C
429,429,"Seu inverno agora e Quinn precisava ir às compras para um casaco, então ele fez.",Como Quinn se sentiria depois?,precisava cortar seus gastos para os dias restantes da semana,Quebrou porque era caro,Feliz com seu casaco,C
430,430,O Carson comprou uma cerveja na loja e deu-a ao amigo.,Por que Carson fez isso?,Desfrutar,Solte a outra pessoa para cima,Seja rude,B
431,431,"Carson era um trapaceiro, então ele nunca disse a verdade.",Como os outros se sentiriam como resultado?,Como egoísta,como irritado,como calma,B
432,432,"Ash era a única pessoa que Tracy conhecia, então Tracy sentou-se ao lado de Ash.",O que vai acontecer com Tracy?,Sair,ficar nervoso,Seja saudado,C
433,433,"Aubrey colocou o chapéu favorito de Bailey e fugiu com ele, rindo.",O que Aubrey vai querer fazer a seguir?,Devolver o chapéu,Destrua o chapéu,persegui-los,A
434,434,Lee sempre pediu permissão à mãe antes de sair sozinho.,O que os outros vão querer fazer a seguir?,de volta no tempo,Bate-lhe a palmada.,Diga-lhe obrigado,C
435,435,"Robin caiu no pescoço de Kai, mas tomou o peso do impacto em suas mãos e joelhos.",O que Robin precisa fazer antes disso?,dispersar o impacto com as mãos e os joelhos,Solte um joelho duro no pescoço de Kai,paralisar Kai para a vida,B
436,436,"Kai adorava andar de bicicleta de Kendall, então ele pediu para comprar a bicicleta.",O que vai acontecer com Kendall?,Ficar irritado com o preço de venda,Ignorar uns aos outros,Determinar se a bicicleta será vendida,C
437,437,austin foi para o bar e viu brad e ele também viu al.,O que Austin precisa fazer antes disso?,ficar em casa,assistir televisão,Quer uma cerveja do bar?,C
438,438,Kendall estudou o mais difícil e seu conhecimento estava acima de todos os outros na classe.,O que Kendall vai querer fazer a seguir?,Ir para uma boa faculdade,Queria ser o melhor,Tente obter um empréstimo estudantil,A
439,439,"Aubrey encontrou esperança, embora tenha sido muito doloroso após a morte de seu marido.",Como Aubrey se sentiria depois?,Sentindo-se miserável,raivoso,feliz,C
440,440,Cameron levantou a saia e mostrou ao médico sua perna ferida.,O que Cameron vai querer fazer a seguir?,reparar os danos na perna com um scanner,mau,Saia do consultório do médico,C
441,441,Ash colocou a pizza no topo e não podia esperar para o jantar.,Como Ash se sentiria depois?,impaciente,Adora pizza,Como eles querem comer,C
442,442,Cameron se a sua noite ficar em casa após a semana movimentada.,O que Cameron precisa fazer antes disso?,Descubra o que ele queria para o jantar primeiro,Decidir não sair,dormir,B
443,443,Quinn listou todos os filmes que Jordan tem mais orgulho de fazer.,O que Quinn vai querer fazer a seguir?,Entenda os filmes,Humildemente obrigado Quinn por reconhecer seus esforços,Comece a trabalhar em mais um projeto pelo qual eles são apaixonados,A
444,444,Quinn tornou-se um advogado em um escritório de advocacia de topo em Nova York.,O que é que o Quinn precisa de fazer antes disto?,Estudo do Direito Civil,foi o melhor,ir para a faculdade de direito,C
445,445,Quinn fez o grande teste estadual e caiu em linha com todos os outros alunos em sua série.,Como os outros se sentiriam como resultado?,Não tenho certeza disso,conteúdo sobre isso,como normal,B
446,446,Skylar estava se apresentando a outras pessoas na sala. Skylar apertou a mão de Jordan quando ele o viu.,O que a Skylar vai querer fazer a seguir?,dizer olá,Introduzir outros,Alcançai-o,A
447,447,Lee era pastor e precisava tirar as ovelhas. Lee colocou as ovelhas para pastar.,Como os outros se sentiriam como resultado?,Bom com animais,interessado,estupefato,B
448,448,Taylor falou no telefone de Robin porque eles não conseguiram encontrar seu próprio telefone.,O que Taylor vai querer fazer a seguir?,Encontre seu telefone,irresponsáveis e muitas vezes aproveitam o uso do telefone de Robin,"Mentiu sobre não saber onde seu telefone está, porque eles não queriam usar seus próprios dados",A
449,449,"Austin não falava com seu melhor amigo há muito tempo, então ele o chamou.",Como os outros se sentiriam como resultado?,Louco por isso,tão feliz,Incomodado com ele chamando,B
450,450,Quinn puxou o carro e tentou decidir a melhor forma de fugir da polícia.,O que Quinn vai querer fazer a seguir?,Esconda-se em uma vala em algum lugar,Fique parado na estrada,Fique na linha de visão do policial,A
451,451,Cameron viu a casca de banana no chão antes que o homem eventualmente escorregou sobre ele.,Como é que o Cameron sabia?,Vê-lo doer,Coloque a banana lá,Você já viu alguém escorregar antes,B
452,452,Sydney acabou de ser promovida no primeiro emprego e teve um jantar.,Por que Sydney fez isso?,Queria recompensar a si mesma,Queria conseguir outro emprego,Seja um grande trabalhador,A
453,453,"Kendall virou a vida de Aubrey, encontrando-lhe um emprego bem remunerado.",O que vai acontecer com Aubrey?,Fico feliz que eles possam ajudar,Jogue tudo fora,Viva uma vida frutífera,A
454,454,Sydney estava dando uma festa e tinha tudo o que os outros gostariam de comer ou beber.,Como os outros se sentiriam como resultado?,Amigável,Socializável,estragado como resultado,B
455,455,Taylor afirmou e a polícia local concordou com o que ela disse.,O que Taylor vai querer fazer a seguir?,ruminato,não descansar,foi solicitado a,A
456,456,"O Jesse gerenciou bem o jornal da Addison, eram a pessoa certa para o trabalho.",Como a Addison se sentiria como resultado?,eles não tinham chance,um trabalhador duro,eles estavam prontos,B
457,457,Aubrey rapidamente foi para casa e se preparou para a cama com alguns lençóis limpos.,O que Aubrey vai querer fazer a seguir?,aliviado,Certifique-se de que a roupa foi lavada,Certifique-se de que as folhas estão secas,C
458,458,Kendall puxou a mão de Cameron para que ela parasse de ir em direção à estrada com a travessia de trânsito.,O que vai acontecer com Cameron?,Causar um acidente,Seja seguro e sadio,ficar chateado,B
459,459,Sasha lavou o carro de Tracy depois que ela o dirigiu na lama.,Por que Sasha fez isso?,Compre um carro novo,Sash não tem a intenção de fazê-lo novamente,conduzir o seu carro,B
460,460,"Riley precisava de dinheiro para alugar, então eles pediram dinheiro emprestado de Sasha.",Como você descreveria Riley?,obrigado a seguir,Quebrado,Desesperado,B
461,461,Aubrey foi parado por excesso de velocidade na longa estrada escura.,Como você descreveria Aubrey?,Cumprimento da lei,Descuidado,nervoso,B
462,462,Jesse finalmente começou a limpar a casa e fez tudo.,Como Jesse se sentiria depois?,Como se eles pudessem estar limpando,Organizada,Bom para limpeza,C
463,463,Alex deu uma mão ao Bailey quando ela não estava se sentindo bem.,Porque é que o Alex fez isto?,Ajude seu amigo,Agradecimentos,ser mostrado apreciação,A
464,464,"Taylor correu recados, mas em seu caminho para o trabalho ele bateu em alguém com seu carro.",Como Taylor se sentiria depois?,Sentindo-se arrependido,Sentindo-se com raiva,Responsáveis,A
465,465,Skylar comprou cartões de agradecimento para dar ao amigo deles no outro dia.,Como você descreveria o Skylar?,Gratidão,Como alguém que sabe sobre seus amigos,Orgulha-te,A
