,context,question,answerA,answerB,answerC,correct
586,Addison got a new job at the store and liked it there.,How would you describe Addison?,driven,excited for Addison,happy for Addison,A
587,addison used the paper to describe recycling so that others could easily understand the concept.,What will Others want to do next?,try to recycle,destroy more of the environment,ask if they understand,A
588,Lee put all of their items away in their cabinet and went home alone.,What will Lee want to do next?,go to a bar,get their frustration out,decide how to drive home,C
589,Jesse lay in Kai's bed and had fun watching the television that night.,What will happen to Jesse?,fall asleep,good,bored,A
590,Sydney had been hurt in the past so the began to inflict pain on others.,What will Others want to do next?,Ask Sydney to stop,how they have felt,keep others from getting close,A
591,"Austin was putting up a new picture in his living room, so Austin held the picture in place to decide where to put it.",What will Austin want to do next?,wanted to be sure of where to put the picture,wanted to find out where to put the picture,move the picture in a different spot,A
592,Kai formed his opinion quickly without considering all the information.,What will Kai do next?,rush into things,think about himself,think before acting,A
593,Remy gave some of his money to charity so he could give back to the community.,What will Others want to do next?,be glad,be angered,be sad,A
594,Jan wanted to take better care of their health. Jan tried to reduce their nicotine dependence.,How would you describe Jan?,proud,healthier,addicted,B
595,Jordan receives their degree. They finally completed college.,What will Jordan want to do next?,do this to get a job,celebrate finishing school,wanted to complete college,B
596,Bailey really wanted Skylar to give them a promotion. Bailey got to Skylar's feet.,How would Skylar feel as a result?,as calm,embarrassed by Bailey,as content,B
597,"After having a fight earlier that day, Kendall saw Austin later.",What will happen to Kendall?,want revenge against the other person,avoid Austin and walk away,throw a pie at Austin,B
598,"Her husband told her no new exercise equiptment, but Jan bought one anyways.",How would you describe Jan?,confident,defiant,healthy,B
599,Addison left her brother alone at the house and went to the party.,How would you describe Addison?,selfish,guilty about leaving them alone,bad about the choice they made,A
600,"After the website's directions didn't work, Skylar thought of a solution.",What does Skylar need to do before this?,figure out the solution,fail with the website,go somewhere,B
601,Ash managed to keep her temper under control when they found their boyfriend kissing her best friend.,How would Ash feel afterwards?,ashamed of her boyfriend,a tolerant person,like crying a lot,C
602,Tracy craned to see Carson's neck and there was a nasty red spot on it.,Why did Tracy do this?,notice Carson's neck,be near Carson,informed,A
603,Jordan took Kai's stand and had a seat.,Why did Jordan do this?,move away,watch football,shout,B
604,sasha met kendalls customer's at the shop to let them know that kendall will be there shortly.,What will Kendall want to do next?,go to the store,get there slowly,keep the customers happy,A
605,Austin found Kendall's shoes after they had went home from the sleepover.,How would you describe Austin?,collected all belongings left behind and went to telephone their friends,proud of himself,like he did a good deed,C
606,"quinn was confronted by a madman with a axe, so quinn stabbed the madman.",What will Others want to do next?,thank quinn,harass quinn,Stop the man from hitting him,A
607,Kai left home alone because he husband was too angry to go out to dinner with her.,What will happen to Others after?,punch a hole in the wall,abuse Kai,eat at home,C
608,Riley asked his boss for a raise when others did all the work on the project.,How would others feel as a result?,cheated by her,proud of her,happy with her,A
609,Carson let his guard down around Jan because they were comfortable together.,What will Jan want to do next?,grow with Carson,kiss Carson,trust Jan,A
610,Sydney had a dinner party last week and did not invited her friends.,How would the friends feel as a result?,left out,regretful about her decision,petty and mean about it,A
611,Skylar practiced for the marathon for months. When it came time to run she lasted all day with plenty of energy.,What did Skylar do?,practice and build up to the event,had plenty of energy all day,forgot where she parked,A
612,Casey was going to have her pictures done tomorrow. Ash improved Casey's appearance before the shoot.,How would Casey feel as a result?,nervous,upset,confident,C
613,Bailey always has loved the water and  knows how to swim perfectly . Bailey joined the swim team.,Why did Bailey do this?,swim more often,win a medal,be part of the chess club,A
614,Lee felt homesick after being away from home for a year.,How would Lee feel afterwards?,sad,neutral,missing their hometown,A
615,Tracy borrowed excerpts from the thesis they read to use in their report and cited the work.,Why did Tracy do this?,turn in the report,show where the information was from,finish writing the report,B
616,Kendall could not find a place that was dry. They took a long time sitting down.,Why did Kendall do this?,be wet,be soaked,be happy,C
617,Addison sat and watch tv instead of going out to the party.,How would you describe Addison?,lonely,exciting,outgoing,A
618,Addison looked like a fool in front of the class when forgetting her presentation.,What will Addison want to do next?,ask the teacher for help,forget the presentation,run out of the room,C
619,"Her friends wanted to keep going, but Addison called it the next day.",What will her friends want to do next?,get a rest,get a break,yell at Addison for quitting,C
620,Skylar gave Robin the ability to play basketball better than the rest of her friends.,What will Robin want to do next?,assess Robin's weaknesses,develop a training plan,show respect to Skylar,C
621,"Robin saw Skylar weekly for counselling after a tramatic event and with time, Skylar gave Robin the ability to move forward.",What will Robin want to do next?,accept her fee,get on with their lives,not thank Skylar,B
622,Cameron kissed them on the cheek and then moved on.,What will happen to Cameron?,have dinner,bother them,love,A
623,Addison left it alone to go play outside in the woods for an hour.,Why did Addison do this?,take a shower,loved,lazy,B
624,Addison caught the flies that were buzzing around the office.,What does Addison need to do before this?,get a fly catcher,clean the office,kill the flies,A
625,Sasha was meeting Kendall's customers for lunch and wanted to make a good impression.,What does Sasha need to do before this?,talk poorly about Sasha behind her back to her clients,insult them as soon as she walked in,"go home and pick out a nice, professional outfit to wear",C
626,Sasha challenged Ash's friend to a race.  The friend beat Sasha easily.,What will Ash want to do next?,continue having fun,win the race,congratulate Sasha,A
627,Kendall kept Sasha's number so that they could call Sasha to set up a date.,Why did Kendall do this?,set up the date,call Sasha later,share it with others,A
628,Kendall bossed them around every time she babysat and they were getting tired of it.,What will happen to Others?,refuse to listen to her,hug and kiss her,reward her generously,A
629,Quinn put money in their purse without them knowing because they were too proud to ask for help.,How would Quinn feel afterwards?,generous,Selfish,greedy,A
630,Kai developed cancer from smoking too much all day everyday.,What will Kai want to do next?,hope,learn from Kai's example,get Kai to stop smoking,A
631,Alex begged my parents to let me stay at their house.,How would Others feel as a result?,Like they should have fun,forceful,Like they let them,C
632,Lee always asked them questions about how they were and how their day was going.,What will the person want to do next?,ask the same in return,relate more with them,give Lee the detail for the work report,A
633,Ash decided he would like it if he cooked a big meal.,Why did Ash do this?,get the ingredients they need,have a good meal,learn about fun,B
634,Aubrey lost an item in the sand and could not find it.,What does Aubrey need to do before this?,bring item to the beach,go to a store,find a metal detector,A
635,Remy put Kai's head down on the pillow because Kai wasn't feeling well and needed rest.,How would you describe Remy?,cruel,helpful,felt worried for Kye,C
636,Alex took Casey in her arms in an attempt to comfort Casey after hearing the bad news.,How would you describe Alex?,proud to have comforted Casey after hearing the bad news,glad to have comforted Casey after hearing the bad news,worried about Casey,C
637,Taylor wasn't 21 but she and Carson wanted to get into a bar so Carson concealed Taylor's identity.,What will Carson want to do next?,go home and fall asleep,buy Taylor a drink,tell the bouncers the truth,B
638,Quinn spilled her guts and confused to the entire crime when they took the stand.,What will Quinn want to do next?,was wracked with guilt,claim that they were only joking,accept the punishment they are given,C
639,"After a difficult day at work, and feeling frustrated, Austin called their best friend on the phone.",How would you describe Austin?,stoic,excited,emotional,C
640,Addison wanted to sleep but racing thoughts kept going through their mind.,How would Addison feel afterwards?,sleepy and confused at school,caffeinated and sad at the office,buzzed and jittery in the pool,A
641,"On this day in 1846, Congress voted overwhelmingly to approve a declaration of war against Mexico sought by President James Polk. By the war's end in 1848, Mexico had lost nearly half its territory.",What does Taylor need to do before this?,"Also Polk had backed up Slidell by sending troops to the Rio Grande, which Texans claimed was their proper boundary. The Mexican president, José Herrera, was newly in office and not very powerful. ... Polk and his cabinet prepared a declaration of war","Mexico claimed the Nueces River as its northeastern border, while the U.S. claimed the Rio Grande River, and the day that both troops met at the Rio Grande and the Mexican army opened fire, on April 25, 1846, the Mexican American War began","Under the Treaty of Guadalupe Hidalgo, the Rio Grande became the southern boundary of Texas",C
642,Ash could not do algebra because she only understood math in terms of numbers.,How will the math teacher help Ash?,Fail Ash for not understanding the content,pass the class,The teacher will give Ash extra help during math class,C
643,Kendall kept Sasha's number in his planner and his planner fell into the lake.,What will happen to Kendall?,lose Sasha's number,be curious,Shocked,A
644,Quinn made cakes for bob and the cakes were very big and very hot.,Why did Quinn do this?,eat the cakes,good,lazy,B
645,Sasha met up with Kendall's customers at the conference to try and sell to them.,What will Sasha want to do next?,increase business,persuade the customersq,get a lot of sales,B
646,Aubrey caught a cold and was coughing all over the place.,How would Others feel as a result?,grossed out,angry with her,still sick,A
647,Lee carried in all of the groceries and packages from the car.,What will Lee want to do next?,walk to the car,rest on the couch,put the groceries in the car,B
648,Alex spilled Riley's coffee when he tried to hand it to her in the morning.,What will happen to Alex?,spill another,help her clean up,get her tea,B
649,Robin determined one's fate when decided to discontinue the cancer treatment.,What will Others want to do next?,comfort Robin,Sign a waiver,Stop the medicine,A
650,Jesse called  her colleague out immediately after the event.,How would you describe Jesse?,lazy,astute,annoyed,C
651,Casey put it in Riley's purse just to keep it safe.,How would Riley feel as a result?,very angry,quite calm,quite mad,B
652,Jesse worked hard at becoming a better photographer. Jesse published photos in journals and got paid for it.,What will Jesse want to do next?,look at Jesse's photos,stop taking photos,upgrade his equipment,C
653,Addison told Carson he had a surprise to share the following day.,What does Carson do next?,dream about tomorrow,"couldn't help but guess, all day long, at what the surprise might be",was so tired they slept late in th emorning,B
654,Sydney entered the room after stepping in dog poo and Sydney smelled terrible.,How would Others feel as a result?,happy that Sydney walked in,bothered by the odor,humiliated,B
655,"Carson's baby, Taylor was eager to eat breakfast. Carson brought the spoon in his hand to Taylor's mouth.",How would Taylor feel as a result?,feeding Taylor,like they are still hungry,glad that they're being fed,C
656,Mindy was selling cakes. Quinn bought one.,Why did Quinn do this?,Take some money from their wallet,have a cake,Take some money from their pocket,B
657,Jesse left Jan's cat alone because it was easily scared.,What does Jesse need to do before this?,kiss a cat,stay away,pet a cat,B
658,Riley was pretty happy every day when they left the house.,What will Others want to do next?,be sad,see the movies,be happy,C
659,Casey's mom was acting very rudely to the other guests. Casey sent her mom home.,How would Casey's mom feel as a result?,mad that her child gave her orders,pleased with what happened,happy the balance of power has shifted,A
660,Sydney shared lunch with their friends at the packed steak house.,What will Sydney want to do next?,Leave immediately,gather her friends at the restaurant,Eat the delicious steak,C
661,"Addison didn't want man to keep talking to her, so Addison pretended to talk on her phone.",What does Addison need to do before this?,nicely ask him to leave her alone,kick the man in the groin,invite him to come over and sit next to her,A
662,tracy walked behind addison in order to scare addison as a prank.,What will Addison want to do next?,apologize for scaring Addison,keep walking,laugh when Addison falls for the prank,B
663,Carson let Jan's guard watch him as he went into her house one day.,What will Jan want to do next?,flee Carson,get new information,know what Carson did,C
664,Lee looked at Kendall like that so she would know.,How would Kendall feel as a result?,Very ashamed,Extremely happy,Gracious,B
665,Alex was running around the table and waving his arms.,What will Riley want to do next?,startle everyone,clean up the coffee,yell at Jason,A
666,kai wanted to help robin so he took the stand in her absence.,How would Kai feel afterwards?,brave,cowardly,incompetent,A
667,Taylor felt so nervous about the operation that she did not want to go through with it.,How would you describe Taylor?,afraid of doctors,unsure about the operation,healthy,B
668,Kendall was supposed to pick up Jan before the play. Kendall left Jan high and dry without a ride.,What will Kendall want to do next?,Go get groceries,apologize,Remember to pick her up,B
669,Austin gave Jordan their name because it was the name of their great grandmother.,How would Jordan feel as a result?,honored to have a family name,happy to carry the flower basket,honored to get a family tree,A
670,Austin was running behind so they began to eat quickly.,What will Austin want to do next?,get a slip for school signed,put on their clothes for school,Finish their food,B
671,Sydney went to the mall and bought some brand new clothing for themselves.,What will happen to Sydney?,spend money,ride a bike,see Sydney in the mall,A
672,Carson was with their friends and challenged them to race to the house.,What will happen to Carson?,have fun,look for the house,The ask about fun,A
673,Ash went to a sushi bar last week but Ash tried sushi before last week.,How would Ash feel afterwards?,Full,Disgusted,a fan of sushi,C
674,Austin did the report the way Tracy showed them.,What will Tracy want to do next?,see how they do,show Tracy the report,well,A
675,Jesse published articles in journals and his articles did really well.,What does Jesse need to do before this?,write the articles,be a good writer,be respected,A
676,"Carson told the truth never, as if it was impossible to be honest.",How would you describe Carson?,candid,dishonest,lied to,B
677,Addison told my friend about the big soccer game this coming Saturday.,What will happen to Others?,ecstatic,lazy,play soccer,C
678,"All of the children were very hungry in the morning, and were sitting at the table with bowls of cereal, so Skylar got milk.",What will happen to Others?,Others will thank Skylar for getting the milk,Others will be allergic to milk,Others will eat dry cereal,A
679,Sasha was very hungry today and decided to try a new restaurant.,What will Sasha want to do next?,drive to get some food,find a new restaurant,look for a new restaurant,A
680,Carson believed in himself that he applied to many colleges. Jesse also believed in Carson.,How would Carson feel as a result?,sad,alone,happy,C
681,Sydney ducked Taylor's head into the car before shutting the door shut.,What will happen to Sydney?,close the door,kidnap Taylor,smart,A
682,Ash took Casey's decision about the matter very seriously.,What will Casey want to do next?,Be assertive about her wants,Change her mind,Back down,A
683,"Jan´s parents have already told himno to do Quinn´s homework and let her work on her own, Jan finished Quinn's homework again and Jan´s parents founf out and now he is on trouble.",How would Quinn feel as a result?,should have work always on her homework,be punished,sorry fo Jan,C
684,Ash left their food in the oven for too long and started to smell food burning.,What will Ash want to do next?,call the fire department,set off their fire alarm,remove the food,C
685,Sydney gave Ash a bit of advice about how to get a good grade on the test.,What will happen to Ash?,thank Sydney,be acknowledged,loved,A
686,Addison wanted to hold the baby. Addison lifted the baby out of Sasha's arms.,What will Sasha want to do next?,have a turn holding the baby,stop Addison from holding it,admire the baby in their arms,C
687,Sydney ducked after Taylor threw a frisbee near their head.,What will Taylor want to do next?,hurt Sydney,get the frisbee,hit Sydney's head,B
688,Ash speeded on the highway ducking cars and going through several lanes.,Why did Ash do this?,be safe,wanted to avoid being late,wanted to be a lawful citizen,B
689,Sasha sent Taylor home that evening to go play some games online with friends.,What will Sasha want to do next?,bored,be alone,loved,B
690,Riley told carson to give her something for letting her borrow the car.,Why did Riley do this?,give up anything in return,she wanted nothing,get a favor back,C
691,Skylar held up their finger and told others to be quiet cause there was a test going on.,What will Skylar want to do next?,stop talking,be angry,sit quietly,C
692,Skylar gave Robin the ability to move on. He had helped her a lot along the way.,What will happen to Robin?,be wiser,Want to wait a while first,Insist on staying with Skylar,C
693,Alex went to the bookstore in order to find books to read together with friends.,Why did Alex do this?,have something to do with friends,Steal a story from the book for his friends,find the library,A
694,Sydney left Jesse after a time when they were no longer in love with each other.,What will Jesse want to do next?,find a new partner,forget Jesse,move on,C
695,Riley never lost their good attitude and kept trying.,What does Riley need to do before this?,talk with more people,want to do their best,think about attitude,B
696,Casey went to school and when the teacher asked to turn in homework Casey realized they had forgotten to do the homework.,How would Casey feel afterwards?,Hopeful that the teacher will let them turn it in tomorrow,distracted,Bad that they were at school,A
697,Kai participated in an archery contest and won first place.  They displayed their trophy proudly.,Why did Kai want to do this?,was proud of their sister's awards,liked to display their awards to everyone,was proud of winning the bowling contest,B
698,"When college started back up, Casey started school early in the morning, which they were not used to anymore.",Why did Casey do this?,get a degree,sleep in more,stay at home,A
699,Casey hid under the covers as their parents peeked into his room.,What will Casey want to do next?,stay subtle,did not want to be seen,was trying to blend in,A
700,"Tracey was too short for the seating in this arena, she craned to even see Carson's neck on stage.",How would Tracy feel afterwards?,Pleased to be so short,too short,Happy to see so well,B
701,Casey mailed it to Austin in bulk at a steep discount.,What will Austin want to do next?,get a good deal,use it,send mail to Austin,B
702,"When he learned a stink bomb was planted in the classroom, Quinn called their son and told him to come outside. He didn't notify anyone else.",What will happen to the others?,yell at kid,be frightened at first when they see the smoke,get very sticky before it goes off with class,B
703,Robin was done with life and ended up committing suicide by jumping.,What will Others want to do next?,stop being depressed,have a funeral,forget about Robin,B
704,It was bob's first birthday so Quinn made cakes for bob.,How would you describe Quinn?,successful,Oblivious,Caring,C
705,Remy saw a pretty girl sitting at the table in the cafeteria.,What will Remy want to do next?,talk to the pretty girl,smile at her,frown at the girl,B
706,"Cameron felt horrible, so she approached them and set things right yesterday.",What will Cameron want to do next?,hug them all,annoy them more,become angry again,A
707,Remy pulled in the driveway to pick up Kendall for the date. Kendall entered Remy's car and they drove off.,What will happen to Remy?,have a good date with Remy,get shown anger,get shown appreciation,C
708,Carson put a basket together for their sister's first baby shower gift.,What will Carson want to do next?,go to their sisters baby shower,rearrange the basket again,fill the basket with alcohol,A
709,Alex watched cartoons online after canceling the cable subscription.,What does Alex need to do before this?,watch the news that night,start up a new subscription,end the cable subscription service,C
710,Austin helped another family buy groceries after they had been laid off.,How would Others feel as a result?,happy that people are still friendly,like someone should buy their groceries too,just showing off,A
711,Tracy talked on the phone during class so loudly that it disturbed everyone.,What will others want to do next?,make sure her device was charged,show up to class,tell the instructor,C
712,Cameron thought their friend would not arrive to the party on time.,How would Others feel as a result?,ready,unsure,nervous,B
713,Riley showed up and replaced Lee's shredded tire in the rain.,What will Lee want to do next?,yell at Riley for touching her things,fix Riley's blown out tire,take Riley out to lunch as a thank you,C
714,Ash and Aubrey were on the swingset swinging their legs back and forth.,What will Aubrey want to do next?,crawl through a tunnel,talk to Ash,climb a ladder,B
715,Ash had a party this weekend and posted the pictures on fb.,Why did Ash do this?,show everyone how much fun she had,show how miserable she was,tag friends,A
716,Jordan had a flat tire on the street. Austin helped move Jordan's car to their garage.,How would Austin feel afterwards?,satisfied,grateful,regretful,A
717,Casey entered Cameron's office and stole his laptop and headphones.,How would you describe Casey?,satisfied,nervous,dishonest,C
718,Austin set an alarm at variance so that some sounds were high and some were low.,Why did Austin do this?,turn off the alarm,decide what time the alarm should be,make different sounds go off for different things,C
719,"The food at the banquet had been spectacular, so when the night was over, Casey thanked the chef for making dinner.",What will Others want to do next?,thank the chef for their meal,invite the chef to dinner,study to be chefs,A
720,Casey realized they were going the wrong way so they changed their direction.,How would Casey feel afterwards?,Foolish,bad at directions,Happy,A
721,Tracy gave their speech in front of a large audience.,How would Tracy feel afterwards?,nervous,confident,anxious,B
722,Remy told everyone about the fight. Remy also saw the fight.,How would you describe Remy?,a person who hates talking,a person who likes to gossip,scared,B
723,Jordan had a test tomorrow in her nursing program class.,How would Others feel as a result?,very nervous,very happy,accomplished,A
724,Aubrey started reading the new novel early that morning before the kids awoke.,What does Aubrey need to do before this?,finish reading the novel,wake up before the children,make the kids breakfast when they wake up,B
725,Jordan finished their test so fast and still got an A plus as always.,What will happen to other students?,study hard for the next test,be suspicious of Jordan for cheating,be suspicious of Jordan for speeding,B
726,Riley increased women's confidence in their bodies that year.,Why did Riley do this?,make them sad,belittle them,good,C
727,"Walt let her die because she knew who he is and had threatened to reveal it, because Gus' advise ""you can never trust a drug addict"" was resonating in his mind (therefore she could blackmail him again), because she was just as bad influence on Jesse as he was on her, and because knowing Jesse's drug use history the .",Why did Jesse do this?,Breaking Bad creator Vince Gilligan has said that he would like to believe that character Jesse Pinkman escaped police and started over after the series finale ended,cry,"Bryan Cranston as Walter White on 'Breaking Bad.' In a case of life almost imitating art, a Lockwood, Montana meth dealer who shares a name with Breaking Bad's meth kingpin Walter White was sentenced to more than 12 years in federal prison for dealing the drug on Monday",B
728,Remy had never been happier when she got her new puppy.,How would you describe Remy?,As someone who likes their puppy,delighted,overjoyed,A
729,Lee spent hours watching TV after studying hard and just finished the finals.,Why did Lee do this?,chill out,wanted to get relaxed,wanted to get appreciated,A
730,Jesse met customers' wants. They were almost always appreciative of Jesse's helpfulness.,How would Jesse feel afterwards?,needed,a very sociable person,indifferent,A
731,Austin saved Sydney's soul from his sins by performing the baptism as they had learned in seminary school all those years earlier.,What will happen to Austin?,leave their current profession and minister to others full-time,arrange to perform more baptisms for others who wanted,voice to others their disapproval of their current lifestyles,B
732,Remy presented Skylar's kids with a new appearance for their first day of school.,How would you describe Remy?,help with looks,leave Skylar's kids,proud,A
733,Quinn hoped they would get chosen when applying for the scholarship in the college.,What does Quinn need to do before this?,wanted an education but had no money,wanted to attend college and graduate,have good academic record,C
734,taylor was the greatest chess player so he took 1st place during the years he competed.,Why did Taylor do this?,impress his parents,enjoy himself,retire as the champion,A
735,Aubrey gave their presentation about the holiday Day of the Dead to the Spanish class.,What does Aubrey need to do before this?,make a bunch of sugar cookies,bake the Mexican sweet bread,check on their grade with the teacher,B
736,"Robin taught me to use a computer, and soon I was posting on social media everyday.",How would Robin feel afterwards?,proud to be a good student,happy to have a new friend at the workplace,happy to have a new friend on social media,C
737,"Kendall was in a hot and humid environment, after living their entire life in the cold.",How would Kendall feel afterwards?,experiencing new things,in a new place,strange to not be cold,C
738,Jan threw Cameron's ball into the woods and then found it afterwards.,What does Jan need to do before this?,go deep in the woods,lose the ball,return the ball to Cameron,B
739,Carson bought a new computer and let Robin come over to see it.,Why did Carson do this?,download all his games to the computer,wanted to be friendly,try all the new things on the computer,C
740,"After finally concluding the divorce, Kendall left Jan high and dry, taking away the bulk of their properties.",What will happen to Kendall?,be happy with her act,blackmail Jan,have to start over from scratch,A
741,Riley reached their full potential at school by getting good grades.,Why did Riley do this?,get a job,do well in school,have a future,B
742,Jesse applied to jobs everyday and finally got a call back about an opening.,How would Jesse feel afterwards?,dutiful,ecstatic,bored,B
743,Addison waited for their friend at the mall and their friend did not arrive.,What will happen to Sasha?,go to the movies,go home,buy a treat,B
744,Remy wanted drastic change so Sydney dyed Remy's hair.,What will Sydney want to do next?,Style Remy's hair,help Remy make statement,make a big change,A
745,Ash finished shopping after they went to the grocery store.,What will Ash want to do next?,leave their groceries at the store,go home,go buy more groceries,B
746,Riley has an eating disorder and cannot bring themselves to eat food as they feel this is making them ill and fat.,Why did Riley do this?,does this because they are fat,does this as they are sick,does this because they are well,B
747,"While their head was on fire, Carson threw beer in Kendall's face.",What will Carson want to do next?,get a beer,roast marshmallows,call 911,C
748,Carson and Jan set an earlier agreed appointment before they met for lunch.,How would Jan feel as a result?,content with the schedule,unhappy with Carson,a need to skip the schedule,A
749,Alex begged my parents to let the others go swimming with us.,What will happen to Others?,The others will get angry,The others will be rejected,The others will swim,C
750,"Robin asked to borrow Taylor's laptop for school. After Taylor agreed, Robin took Taylor's laptop.",What will Robin want to do next?,turn on the laptop,wanted to to write a paper,wanted to takes notes for school,A
751,Skylar finished the test easily and left in time to go swimming.,What will Skylar want to do next?,fail the test next,take another test next,leave next,C
752,Carson got a tan on vacation and because of this he got a date with the girl of his dreams.,How would Carson feel afterwards?,would be horrified,golden,exited,C
753,Austin also saw Al at the diner that he works at after school.,What does Austin need to do before this?,work at the diner,say hello to Austin,graduate from school,A
754,"Remy was talking back to Kai, so Kai tanned his hide.",What will Remy want to do next?,needed to tell Remy to watch her mouth,apologize for talking back,tan her hide,B
755,Lee was a doctor in the hospital. Lee treated sickness in children that came there.,How would Lee feel afterwards?,bad,upset,proud,C
756,Sylar gave the doctor Ash's name as they were wheeled into the operating room.,What will Ash want to do next?,take a nap on the hospital gurney,hold Skylar's hand and lie still,get out of the hospital,B
757,Robin told her customers that they would need to wait for the new shipment.,What will Others want to do next?,go buy an egg,be patient,leave the area,B
758,Riley understood the rules in terms of how they were presented to her.,How would you describe Riley?,aware,ethical,thorough,A
759,Quinn was running down the street to go to their friends house.,Why did Quinn do this?,have some fun,go to their friend's house earlier than she did,leave earlier so she does not have to rush,A
760,Addison told my friend who was guilty of committing the theft.,What will the friend want to do next?,turn in the thief,blame Addison,rob the thief,A
761,Casey worked very hard at their job and got a raise.,What will Casey want to do next?,choose a savings plan,wanted to make their parents proud,quit their job,A
762,Sydney left her friend behind because she was in a rush. Sydney felt ashamed.,How would Sydney feel afterwards?,relieved,happy,bad,C
763,tracy wanted to feel safe so she decided to walk behind addison.,What will happen to Tracy?,hate addison,be pushed,appreciate addison,C
764,Kendall was called away for a meeting so Sasha met their customers and for lunch.,How would you describe Sasha?,stressed,Selfless,Unhelpful,B
765,Carson finally got back from the fair that night.,How would you describe Carson?,like she had fun,she didn't like to have fun,worn out,C
766,Tracy invited people to her house to have a barbecue cookout.,How would Others feel as a result?,Hated,Loved,happy she had fun with friends,B
767,Lee's sole mission was to help his grandmother with her chores.,Why did Lee do this?,be a good granddaughter,make his grandfather's life easier,be a good grandson,C
768,Taylor taught the others the way to do it correctly since they were having trouble.,What will Others want to do next?,help everyone work,check the other's work,Show gratitude,C
769,Tracy craned their neck and accidentally broke it.,How would you describe Tracy?,worried for Tracy,very dense,devastated,C
770,Quinn is going fishing to try to get something to eat for the evening.,How would you describe Quinn?,lazy,tired,dedicated,C
771,Addison told Sasha that they did not want to go to the ball again.,What will Addison want to do next?,buy a new dress,go to the ball,not go out,C
772,alex and robin were watching a new comedy show so they laughed their asses off.,What will Robin want to do next?,forget about the show,refuse to watch the show again,keep watching the show,C
773,Lee meant to talk to his friends at the party but kept getting sidetracked by other things.,What will his friends want to do next?,leave the party,talk to other people,call Lee,B
774,"Addison told Carson he had a surprise, then proceeded to get on one knee and propose.",How would Carson feel as a result?,excited about Addison's proposal,in love,get married,A
775,Remy's dog had gotten very sick so one day he finally had to put it down.,How would Others feel as a result?,worried about the dog,angry at Remy,very sad,C
776,"robin did not like the new girl who thought she was cool, so robin shot off at the mouth.",What will Robin want to do next?,was jealous,avoid the new girl,be friends with the new girl,B
777,"Quinn wanted to whisper something in Cash's ear, so he moved close.",How would you describe Quinn?,secretive,boisterous,happy,A
778,Jan adopted a puppy from a shelter. Jan gave her a name and treasured her.,How would you describe Jan?,imperious,less lonely because their friends live far away,loving,C
779,Quinn smelled the hair of her friend and said it smelled nice.,What will Quinn want to do next?,go to a movie,buy a bar of soap,smell her own hair,C
780,"After the night shower, Taylor put Addison, her daughter, to sleep.",What will happen to Taylor?,go to sleep,be sleepy,be happy,A
781,Addison landed the job so he was very happy.,What does Addison need to do before this?,be unproductive,sleep on the job,brush up on math,C
782,"Jan challenged the team to a basketball game, but was swiftly defeated without even scoring a point.",What will Jan want to do next?,run away from the team in ecstasy,practice and get better,practice and get cookies,B
783,Riley cut the bail and then put it on their fishing rod.,What does Riley need to do before this?,go to a river,have a fishing rod,cast the line,B
784,Jesse laid in Kai's bed because she was too sick to move to her room.,What will happen to Jesse?,have no bed to sleep in,get better,he will help jesse get to her bed,B
785,Quinn was walking to class when he broke his iPhone screen. He went to the store and got a replacement screen.,How would you describe Quinn?,struggling financially,very careless,A person who really like iPhones,B
786,Riley asked Cameron's sister to the prom even though she was already asked.,How would Cameron feel as a result?,flattered,rejected because Cameron's sister turned them down,rejected because Cameron's sister said no,A
787,"Cameron needed directions to the airport, and Casey showed Cameron the way.",What will happen to Casey?,drive Cameron to the airport,be glad to help Cameron,arrive at the airport,B
788,"Tracy needed to get her chores done, but since her mom was gone she talked on the phone.",How would you describe Tracy?,Obedient,Irresponsible,guilty,B
789,Quinn spilt their guts when they felt like they were in love with someone.,How would Quinn feel afterwards?,mad,loving,upset,B
790,"After many nights studying and trying to figure out math, Cameron failed her math class.",How would you describe Cameron?,like a failure,very stupid,someone who tries no matter what,A
791,Ash would like to eat to cake but doesn't because he is on a diet.,How would Ash feel afterwards?,Ashamed of his actions,Embarassed by his lack of control,Proud of his willpower,C
792,robin was the best employee so she met her customers' families.,What will Others want to do next?,send thanking notes to the customers' families,ask if they can help the customers further,thank robin,C
793,Addison bought gas for their car before going on a long drive.,What does Addison need to do before this?,avoid getting stranded,go on a drive,go to a gas station,C
794,Bailey used Sydney's coupons without telling Sydney.,What will happen to Bailey?,get more money,yelled at for not asking Sydney,complimented by Sydney,B
795,Kendall finally settled his divorce with Jan but she left him high and dry.,How would Jan feel as a result?,completely broken,happy to get the better end,very ashamed,A
796,Sasha washed Tracy's car and admired their handiwork as it dried in the sun.,How would Sasha feel afterwards?,like washing the interior as well,accomplished with themselves,like scratching her ex's car,B
797,Quinn swung Remy around the dance floor as they laughed.,What will Remy want to do next?,never learn a dance again,have fun,dance more,C
798,Kendall's friend was home sick for a while. Jan visited Kendall's friend to make her feel better.,What will happen to Kendall?,thank Jan,show jealousy,hate Jan,A
799,Casey called Cameron into the office to tell Cameron the good news. Cameron has received a promotion.,What will Cameron want to do next?,thank Casey for telling them,respectfully express their upset,needed to do quality work,A
800,remy turned sasha to a life of crime after sasha complained to her about being broke.,What will happen to Sasha?,she will become a drug kingpin,she will get arrested,she will quit her life of crime,B
