,Unnamed: 0,context,question,answerA,answerB,answerC,correct
546,546,Remy pediu ao médico que o fizesse para conseguir algum medicamento bom por alguns dias.,Por que a Remy fez isso?,prurido,boa,Controle,C
547,547,Ash decidiu que tomaria a decisão de Casey.,O que vai acontecer com Casey?,confusão por que Ash assumiu a decisão,ser enrolado em,estar feliz com Ash por assumir,A
548,548,Bailey contou a pouco de Aubrey e Bailey pensou que Bailey estava contando a verdade.,O que queremos por Bailey?,despedimento com Bailey,au Aubrey nunca se encontra,contaram Aubrey que estavam deitados,B
549,549,Jordan fez a barba na linha de roupas para secar.,O que a Jordânia deseja fazer a seguir?,como fazer as coisas a antiga moda,fazer mais tarefas,não queria coalhar,B
550,550,"Depois de se perguntar se estava acontecendo, Carson entrou em seu próprio lugar.",O que é necessário para Carson diante disso?,crescimento,se levanta mais,ser imaturo,A
551,551,jesse foi o mais inteligente na sala de modo que deu o nome da equipe.,Por que Jesse fez isso?,prova que ele é o mais inteligente,Afecções oculares,irritar a equipe,A
552,552,"A casey era popular durante o ensino médio, sendo uma estrela de futebol.",Como descreveria Casey?,uma pessoa preguiça,casey que tem uma estrela de jogador de futebol,uma pessoa social,C
553,553,"Depois de escorado pela mãe para fazer uma grande mecha, Lee colocou tudo de novo",O que Lee precisa fazer antes disso?,ser bom,necessário para sair de todos os brinquedos,necessidade de compra de todos os brinquedos,B
554,554,O médico foi consultado por um médico e não gostava das notícias que recebia sobre a saúde.,Como senti-lo-ia depois?,uma pessoa pouco saudável,Muito desconforto,verrugas,B
555,555,"Ao olhar mais profundamente para o armário, Kai encontrou outro par de panelas para se vestir no",O que o Kai quer fazer em seguida?,dobrar as panelas de forma satisfatória,Coloque as panelas,Colocar as panelas,C
556,556,Carson viu a namorada descer a rua com outra pessoa.,Como descreveria Carson?,náuseas,irritação,Preocupação,B
557,557,"Skylar estava decidindo nomear o cão, Skylar deu o nome de Ash.",Como seria que Ash sentisse como resultado?,como Skylar gostaria de estar em torno do cão,como eles fizeram alguma coisa para Skylar,sentir- se realizado,B
558,558,Cameron chegou a casa para fazer biscoitos antes de sua filha fazer festa de aniversário uma tarde,O que queremos por Cameron?,sono,ter uma boa receita,são uma pessoa que cuida de outros,B
559,559,"Embora possa ser cozida na micro-ondas, Ash colou a pizza no",Como os outros se sentiriam como resultado?,um que não gosta de usar a micro-ondas,cozida,Fome,C
560,560,"Skylar ia fazer uma apresentação, mas percebeu que deixou seus marcadores na sala.",O que o Skylar precisa fazer antes disso?,recuperar os marcadores da outra sala,Ir à sala seguinte para os marcadores,pergunte a alguém se pode tomar alguns marcadores,A
561,561,Naufragam no país no ônibus de turismo.,O que o Kendall precisa fazer antes disso?,án,Tomar um plano para casa,repouso em casa durante uma semana,A
562,562,"Aubrey acreditava no trabalho duro de Addison, assim trabalhou no caminho de Addi",O que queremos com Aubrey?,recusar- se a falar com Addison,diga- o agradecer a,continuar a ajudar Addison,C
563,563,Riley dirigiu os passos de Cameron através do labirinto enquanto Cameron estava cego.,Por que o Riley fez isso?,mantenha Cameron segurança,quis tirar a prega cutânea,quis ajudar Cameron a navegar,C
564,564,"Ann deixou uma mensagem no correio eletrônico de Carson na última semana, e finalmente voltou a ser",O que queremos por Carson?,ouvi-lo,Pedidos,prováveis retornos oportunos,B
565,565,"Sydney inflicou a dor em outros, sempre foi cruel e apesar de outras pessoas.",Como os outros sentiriam como resultado?,tratados,um brat,Agradecimento a Sydney,A
566,566,O anel de Quinn caiu o dreno e ele desceu o dreno para achar,O que é que Quinn precisa fazer antes disso?,procura pelo anel,chame um êmbolo,encontrar uma forma de descida do dreno,C
567,567,Casey percorreu as rochas cortantes e o granito que estava na praia.,Como se sentiria Casey depois?,Conforto,dor,adventurous,B
568,568,"Kendall não conseguiu todas as suas classes, Kendall perdeu a classe.",O que o Kendall precisa fazer antes disso?,decidir- se a tempo de formação,decidir não ir à escola,frequentar a aula mais regularmente,B
569,569,"Sydney caminhou atrás do Skylar, mas estava apanhando.",O que queremos com Skylar?,slow-down ulterior,         ,ic,B
570,570,Lee planejou a viagem com base em extensas pesquisas em todas as melhores localidades.,O que queremos Lee?,adiar a viagem até ao próximo ano,cheque a sua reserva de viagem,escolha do melhor local,B
571,571,"Os filhos de Alex estavam sendo maus e não escutados, então Jesse criou os filhos de",Como descrever Jesse?,como Jesse deve ter em mente os seus próprios negócios,sobreposição dos seus laços,agressivo,B
572,572,Robin gostava de uma menina e a perguntava diante de toda a turma.,O que acontecerá com a aula?,espera para ver a resposta,bóo Robin,nervosismo,A
573,573,"Aubrey era velho e estava muito doente e, por fim, se acidentou.",Como os outros se sentiriam como resultado?,feliz Aubrey não estava sofrendo,calmo e relaxado,em paz,A
574,574,Aubrey sabia quando entrou na raça que ela poderia não acabar e ter certeza de que uma,Como descreveria Aubrey?,"riz , r r s s s s s ",alguém que sempre termina a tarefa em mãos,exaustão após experimentar o seu melhor,C
575,575,"Após vários ruídos agudos e um scuffle, ele foi para a janela e",Por que Lee fez isso?,batimento na janela,encontrar a causa do ruído,abrir a janela,B
576,576,Tracy apresentou uma apresentação sobre as mudanças climáticas que incluiu os dados mais recentes de estudos revisados,Por que o Tracy fez isso?,prática de contabilidade,a leitura de pares revisou os estudos sobre as mudanças climáticas,educar o público,C
577,577,Quinn se dedicou ao seu trabalho e se dedicou ao serviço.,Como descreveria Quinn?,Dehonest,Trabalho duro,Honorável,B
578,578,Quinn fez com que Riley agredisse o inimigo contra sua vontade e tinha o suficiente.,O que queremos com Riley?,Falar com Riley,ser conforme,Recusar a decisão,C
579,579,O cara teve que voltar para casa porque teve que alimentar o cão.,Como descreveria Carson?,preguiça,um bom cuidador,esclerite,B
580,580,Alex tomou Casey nos braços após o choro de Casey.,Como se sentiria o Casey?,tonturas,triste,Consolado,C
581,581,Robin achou muito parecido com Taylor quando os colocou lado a lado.,O que acontecerá com Robin?,riz se o nã nã nã nã nã nã nã ,chamar o nome errado,especial,B
582,582,"Lee forneceu o lugar de Quinn, pois Quinn não poderia pagar para fazer isso.",O que queremos Lee?,Eu necessitei de dinheiro para completar as Faces,obter propriedade parcial,não volte a ganhar nada,C
583,583,"Skylar estava cansado de ser agredido por suas irmãs amigos, contou que os amigos de",O que queremos com Skylar?,walk away,Necessidade de sofrer de bullying,gritar a eles,A
584,584,"o carson teve uma boa férias, mas finalmente voltou.",O que é necessário para Carson diante disso?,hangout com seus amigos,manter o trabalho,de férias,C
585,585,Addison contou um segredo que eu confiei para que ela não contasse ninguém.,Como eu me sinto como resultado?,mais confiante,feliz com Addison,muito traído,C
586,586,Addison ganhou um novo emprego na loja e gostou disso.,Como descreveria Addison?,án,excitado por Addison,feliz por Addison,A
587,587,addison utilizou o papel para descrever a reciclagem de modo que outros pudessem compreender facilmente,O que queremos?,riz,destruir mais o meio ambiente,pergunto se compreendem,A
588,588,Lee colocou todos os itens em seu gabinete e saiu para casa sozinho.,O que queremos Lee?,ir a uma barra,.,decidir como conduzir em casa,C
589,589,Jesse estava deitado na cama do Kai e tinha diversão em assistir a televisão naquela noite.,O que vai acontecer com Jesse?,queda de sono,boa,prurido,A
590,590,"Sydney já havia sofrido ferimentos no passado, de modo que começou a infligir dor em",O que queremos?,Peçar a Sidney para parar de tomar o medicamento,como se sentiram,manter os outros,A
591,591,"Austin estava colocando uma nova figura em sua sala de vida, então Austin mantinha a figura em lugar",O que queremos por Austin?,quis ter a certeza de onde colocar a figura,quis descobrir onde colocar a figura,mover a figura numa outra mancha,A
592,592,Kai emitiu sua opinião rapidamente sem considerar todas as informações.,O que o Kai fará a seguir?,guarde nas coisas,pensar sobre si,pensar antes de agir,A
593,593,Remy deu um pouco de seu dinheiro para a caridade para que pudesse voltar à comunidade.,O que queremos?,ser glad,irritação,ser triste,A
594,594,"Jan queria cuidar melhor de sua saúde, Jan tentou reduzir a dependência de nicotina.",Como descreveria Jan?,orgulha,mais saudável,to,B
595,595,"A Jordânia recebe o seu grau, e finalmente concluiu o ensino superior.",O que a Jordânia deseja fazer a seguir?,fazer isso para conseguir um emprego,comemorar o término da escola,quis concluir o curso superior,B
596,596,"Bailey queria realmente que o Skylar lhes fosse promovido, Bailey chegou aos pés do Skylar",Como o Skylar sentiria como resultado?,como calmo,vergonha de Bailey,como conteúdo,B
597,597,"Após ter luta antes daquele dia, Kendall viu Austin mais tarde.",O que acontecerá com Kendall?,queira vingança contra a outra pessoa,evitar Austin e caminhar,jogar uma torta em Austin,B
598,598,"Seu marido não lhe disse novos equipamentos de exercício, mas Jan comprou de qualquer forma.",Como descreveria Jan?,Confidente,desafiante,ic,B
599,599,Addison deixou o irmão sozinho na casa e foi para a festa.,Como descreveria Addison?,esclerite,culpabilizada por deixar-os sozinhos,mal quanto à escolha que fizeram,A
600,600,"Após as direções do website não funcionar, o Skylar pensou em uma solução.",O que o Skylar precisa fazer antes disso?,figurar a solução,Falência no local de administração,náuseas,B
601,601,Ash conseguiu manter o temperamento sob controle quando encontrou o namorado beijando a melhor amiga.,Como se sentiria Ash depois?,vergonha de seu namorado,uma pessoa tolerante,como chorar muito,C
602,602,Tracy fissurou para ver o colo de Carson e houve uma mancha vermelha nasc,Por que o Tracy fez isso?,Aviso no colo de Carson,estar perto de Carson,esclarecidos,A
603,603,Jordan estava na posição de Kai e tinha assento.,Por que a Jordânia fez isso?,.,assistir futebol,risada,B
604,604,sasha conheceu os kendalls do cliente na loja para deixar que eles saibam,O que queremos por Kendall?,ir à loja,riz,manter os clientes satisfeitos,A
605,605,Austin encontrou sapatos de Kendall após terem saído de casa do sono.,Como descreveria Austin?,coletou todos os pertences deixados atrás e foi para telefone,orgulha de si,como ele fez uma boa coisa,C
606,606,"a quinn foi confrontada por um louco com um eixo, assim quinn se des",O que queremos?,nnnn,**,Pare o homem de o bater,A
607,607,Kai saiu sozinho por causa do marido ter muita raiva para sair de jantar com ela.,O que acontecerá com os outros?,puncionar um orifício na parede,abuse Kai,comer em casa,C
608,608,Riley pediu a sua chefia para que ele aumentasse quando outros faziam todo o trabalho no projeto,Como os outros se sentiriam como resultado?,s. .,orgulha de ela,feliz com ela,A
609,609,Carson deixou sua guarda em torno de Jan porque estavam confortáveis juntos.,O que queremos Jan?,crescimento com Carson,quês Carson,confiança Jan,A
610,610,Sydney teve uma festa de jantar na semana passada e não convidou seus amigos.,Como os amigos se sentiriam como resultado?,< < < < < < < < < ,arrependido com sua decisão,pequeno e médio a respeito,A
611,611,"Skylar realizou a maratona há meses, quando chegou a correr, ela durou todo o dia com",O que o Skylar fez?,prática e construção até o evento,tiveram muita energia durante todo dia,esquecimento de onde ela parou,A
612,612,"Casey ia ter suas imagens feitas amanhã, Ash melhorou o aspecto de Casey",Como se sentiria o Casey?,nervosismo,tonturas,Confidente,C
613,613,"Bailey sempre amou a água e sabe nadar perfeitamente , Bailey entrou na equipe de natação",Por que Bailey fez isso?,nado com maior frequência,ganhar uma medalha,ser membro do clube de xadrez,A
614,614,Lee sentiu-se doente de casa depois de estar afastado de casa há um ano.,Como Lee sentiria depois?,triste,neutro,faltando à cidade de origem,A
615,615,Tracy emprestou trechos da tese que leu para usar em seu relato e citou o trabalho.,Por que o Tracy fez isso?,Evolução no relatório,mostram onde as informações foram provenientes de,terminar o relatório,B
616,616,"Kendall não encontrou um local seco, demoraram muito tempo sentados.",Por que o Kendall fez isso?,ser molhado,ser encharcado,ser feliz,C
617,617,Addison sentava e ficava com a TV em vez de sair para a festa.,Como descreveria Addison?,sí,excitante,outgoing,A
618,618,Addison parecia uma escória diante da aula quando se esquecia de,O que queremos com Addison?,Pedir ajuda ao professor,esquecimento da apresentação,riz úlceras úlceras úlceras úlceras ,C
619,619,"Seus amigos queriam continuar indo, mas Addison o chamou no dia seguinte.",O que os amigos querem fazer a seguir?,Reponha,riz,cheiro no Addison para parar de fumar,C
620,620,Skylar deu a oportunidade de jogar mais o basquete do que o restante de seus amigos.,O que queremos por Robin?,avaliação das fragilidades de Robin,desenvolver um plano de formação,Mostrar o respeito ao Skylar,C
621,621,"Robin viu Skylar semanalmente para aconselhamento após um evento trágico e, com o tempo,",O que queremos por Robin?,aceitar a sua taxa,.,Não agradecer a Skylar,B
622,622,Cameron os beijou na bochecha e depois se moveu.,O que acontecerá com Cameron?,ter o jantar,incômodos,amor,A
623,623,Addison deixou-o sozinho para jogar fora da madeira por uma hora.,Por que o Addison fez isso?,tomar um banho,amado,preguiça,B
624,624,Addison capturou as moscas que estavam engastando em torno do escritório.,O que é necessário para Addison?,án um gato-do-coruja,limpar o gabinete,matar as moscas,A
625,625,Sasha estava atendendo aos clientes de Kendall para o almoço e queria fazer uma boa impressão,O que é necessário para que Sasha possa fazer antes disso?,fale mal sobre Sasha atrás de trás para seus clientes,insultos logo que ela deambulava em,"ir para casa e pegar um uniforme legal, profissional para usar",C
626,626,Sasha desafiava o amigo de Ash para uma raça. O amigo batia facilmente Sasha,O que queremos por Ash?,continuar a ter diversão,ganhar a raça,parabétula Sasha,A
627,627,Kendall manteve o número de Sasha para que pudessem chamar Sasha para marcar uma data,Por que o Kendall fez isso?,que estabelece a data,Afecções oculares,partilhar com outros,A
628,628,Kendall os estimulou em torno de todas as vezes que estava com o bebê,O que acontecerá com os outros?,recusar ouvir a mesma,abraço e beijo,gratificar generosamente,A
629,629,Quinn colocou dinheiro em seu bolso sem que soubesse porque se orgulhavam demais,Como se sentiria Quinn depois?,generoso,Selfish,vermelhidão,A
630,630,Kai desenvolveu câncer de cigarro em excesso durante todo o dia.,O que o Kai quer fazer em seguida?,esperança,aprender a partir do exemplo de Kai,au a parar de fumar,A
631,631,Alex sugeriu que meus pais me deixassem ficar na casa deles.,Como os outros se sentiriam como resultado?,Como deveriam ter diversão,-,Como eles deixam,C
632,632,Lee sempre lhes perguntou sobre como estavam e como estavam o seu dia.,O que a pessoa quer fazer a seguir?,Peçar o mesmo em contrapartida,Relacionar mais com eles,dar a versatilidade de Lee para o relatório de trabalho,A
633,633,Ash decidiu que gostaria de fazer uma grande refeição.,Por que o Ash fez isso?,ad receber os ingredientes de que necessitam,ão án án án án án án án án ,aprender a brincar,B
634,634,Aubrey perdeu um item na areia e não conseguiu encontrá-lo.,O que é necessário para o Aubrey?,tragam o item para a praia,ir a uma loja,encontrar um detector metálico,A
635,635,Remy colocou a cabeça do Kai na travessão porque o Kai não estava se sentindo bem,Como descreveria a Remy?,cruel,,Sentido de preocupação com Kye,C
636,636,Alex tomou Casey em seus braços na tentativa de conforto de Casey após ouvir a má notícia,Como descrever Alex?,orgulho de ter consolado Casey após ouvir as más notícias,agrado de ter consolado Casey após ouvir as más notícias,preocupado com Casey,C
637,637,"Taylor não tinha 21 anos, mas ela e Carson queriam entrar em um bar para que Car",O que queremos por Carson?,ir para casa e dormir,compra Taylor uma bebida,conta-se aos gargalos a verdade,B
638,638,Quinn fez um derrame de seus intestinos e se confundiu com todo o crime quando,O que queremos Quinn?,foi enfraquecido com culpa,afirmam que só brincavam,aceitar a pena que lhes é aplicada,C
639,639,"Após um dia difícil de trabalho, e sentindo-se frustrado, Austin chamou o melhor amigo do",Como descreveria Austin?,riz,excitação,emocional,C
640,640,"Addison queria dormir, mas concorriam pensamentos que seguiam passando pela cabeça.",Como senti-lo-ia depois?,sonolência e confusão na escola,cafeinado e triste no consultório,jittery e zumbolo,A
641,641,"Neste dia de 1846, o Congresso votou sobremaneira para aprovar uma declaração de guerra contra o",O que é necessário para Taylor diante disso?,"O senador mexicano, José Herrera, estava em novo lugar e não estava muito poderoso. ... Pol","O México alegou o rio das Nações Unidas como fronteira nordeste, enquanto os Estados Unidos declararam o rio","O Rio Grande, ao abrigo do Tratado de Guadalupe Hidalgo, tornou-se a fronteira",C
642,642,Ash não conseguiu fazer álgebra porque ela apenas compreendeu a matemática em termos de números.,Como o professor de matemática vai ajudar Ash?,Falência Ash para não compreender o conteúdo,riz,A professora dará auxílio extra de Ash durante a aula de matemática.,C
643,643,Kendall manteve o número de Sasha em seu planejador e seu planejador caiu para,O que acontecerá com Kendall?,Perda do número de Sasha,ser curioso,Choque,A
644,644,Quinn fez bolo para bob e o bolo era muito grande e muito quente.,Por que Quinn?,coma as tortas,boa,preguiça,B
645,645,Sasha reuniu com os clientes do Kendall na conferência para tentar e vender a eles.,O que queremos com Sasha?,aumento de negócios,persuade os clientes,adjudicar uma grande parte das vendas,B
646,646,Aubrey pegou um frio e tossiu em todo o lugar.,Como os outros se sentiriam como resultado?,grose,náusea,ainda doente,A
647,647,Lee foi transportado em todos os restaurantes e embalagens do carro.,O que queremos Lee?,caminhada até o carro,repouso no sofá,Colocar os estabelecimentos no carrinho,B
648,648,Alex fez o café de Riley quando tentou entregar-o pela manhã.,O que acontecerá com Alex?,outra,Ajudar a limpar,au,B
649,649,Robin determinou o destino quando decidiu interromper o tratamento oncológico.,O que queremos?,. . . . . . . . . ,Assinar uma renúncia,Parar o medicamento,A
650,650,Jesse chamou a colega imediatamente após o evento.,Como descrever Jesse?,preguiça,astuto,irritação,C
651,651,Casey a colocou no bolso de Riley apenas para mantê-lo seguro.,Como seria que Riley sentisse como resultado?,Muito raiva,Muito calma,Muito louco,B
652,652,"Jesse trabalhou muito para se tornar um melhor fotógrafo, Jesse publicou fotos em revistas e pagou por isso",O que Jesse quer fazer em seguida?,olha para as fotos de Jesse,parar de tomar fotos,upgrade seus equipamentos,C
653,653,"Além de contar a Carson, ele teve uma surpresa para compartilhar no dia seguinte.",O que o Carson faz a seguir?,sonhos em relação à amanhã,"não poderia ajudar a pensar, mas achar, durante todo o dia, o que a surpresa",estava tão cansado que dormira tarde na manhã.,B
654,654,Sydney entrou na sala após o degrau na poo de cão e Sydney sentia-se,Como os outros se sentiriam como resultado?,feliz que Sydney deam,incômodo pelo odor,humiliated,B
655,655,"O bebê de Carson, Taylor, estava disposto a comer o desjejum,",Como seria que Taylor sentisse como resultado?,Alimentação Taylor,como eles ainda estão com fome,feliz que eles estejam sendo alimentados,C
656,656,"Mindy estava vendendo bolo, Quinn comprou.",Por que Quinn?,Tomar algum dinheiro de seu cofre,- se tiver uma torta,Tome um pouco de dinheiro do bolso,B
657,657,Jesse deixou o gato de Jan sozinho por ser facilmente cicatrizado.,O que é necessário para Jesse antes disso?,vómitos,án,pet a cat,B
658,658,Riley estava muito feliz todos os dias quando saíam da casa.,O que queremos?,ser triste,ver os filmes,ser feliz,C
659,659,"A mãe de Casey estava atuando muito rudemente aos outros convidados, e Casey enviou",Como a mãe de Casey se sentiria como resultado?,louco que seu filho lhe deu as ordens,satisfeito com o que aconteceu,feliz o equilíbrio de poder tem se modificado,A
660,660,Sydney dividia o almoço com seus amigos na casa de marisco.,O que queremos em seguida por Sydney?,Folhar imediatamente,reunir seus amigos no restaurante,Comer a deliciosa,C
661,661,"Addison não queria que o homem continuasse conversando com ela, então Addison pretende",O que é necessário para Addison?,pedir-lhe para deixar-lhe sozinha,chute no homem na virilha,convidar-lhe a assumir e sentar-se junto a ela,A
662,662,tracy andou atrás do addison a fim de cicatrizar o addison como,O que queremos com Addison?,Pedido de cicatrização Addison,manter a caminhada,risos quando Addison cai para a pira,B
663,663,Carson deixa o guarda Jan's atento como ele entrou em sua casa um dia,O que queremos Jan?,Fumito Carson,obter novas informações,saber o que Carson fez,C
664,664,Lee olhou para Kendall como isso para saber.,Como senti-lo-ia com isso?,Muito vergonha,Acho feliz,Gracios,B
665,665,Alex estava correndo pela mesa e desandando os braços.,O que queremos com Riley?,chegue a todos,limpeza do cafeeiro,cheiro em Jason,A
666,666,"kai queria ajudar robin, então ele se posicionou na ausência.",Como se sentiria após o Kai?,brave,coclear,incompetente,A
667,667,Taylor sentiu-se tão nervosa com a operação que não queria passar com ela.,Como descreveria Taylor?,com medo dos médicos,§ . . . . . . . . ,ic,B
668,668,"Kendall foi levado a pegar Jan antes da brincadeira, Kendall deixou Jan alto e",O que queremos por Kendall?,Ir aos restaurantes,Pedidos,Lembre- se de a pegar,B
669,669,"Austin deu à Jordânia o nome de seus filhos, pois era o nome de sua grande avó.",Como seria que a Jordânia sentisse como resultado?,Honrado ter um nome familiar,feliz em carregar a cesta de flores,Honrado a obter uma árvore familiar,A
670,670,Austin estava correndo atrás para começar a comer rapidamente.,O que queremos por Austin?,obter um descompasso para a escola assinada,coloquem em suas roupas para a escola,Terminar os seus alimentos,B
671,671,Sydney foi ao shopping e comprou alguma marca de novo vestuário para si.,O que acontecerá com Sydney?,gastar dinheiro,andar uma bicicleta,ver Sydney no mall,A
672,672,O cara estava com seus amigos e desafiava-os a se casar com a casa.,O que acontecerá com Carson?,Afecções oculares,procura a casa,A pergunta sobre a diversão,A
673,673,"Ash foi a uma barra de sushi na última semana, mas Ash tentou sushi na última",Como se sentiria Ash depois?,Total,Desculpado,um torcedor de sapato,C
674,674,Austin fez o relato da forma como Tracy os mostrou.,O que queremos agora por Tracy?,ver como eles fazem,", p. 1 , p. 1 , p. 1 , p.",bem,A
675,675,Jesse publicou artigos em revistas e seus artigos realmente bem.,O que é necessário para Jesse antes disso?,redigido os artigos,ser um bom escritor,ser respeitado,A
676,676,"Carson contou a verdade nunca, como se fosse impossível ser honesto.",Como descreveria Carson?,candid,dehonest,riz,B
677,677,Addison contou meu amigo sobre o grande jogo de futebol neste sábado.,O que acontecerá com os outros?,ectásico,preguiça,jogar futebol,C
678,678,"Todas as crianças estavam muito com fome na manhã, e estavam sentadas na mesa com bo",O que acontecerá com os outros?,Outros agradecem ao Skylar pela obtenção do leite,Outros serão alérgicos ao leite,Outros comerão cereais secos.,A
679,679,Sasha estava muito com fome hoje e decidiu experimentar um novo restaurante.,O que queremos com Sasha?,conduzir uma refeição,encontrar um novo restaurante,Procura de um novo restaurante,A
680,680,"Carson acreditava em si que aplicava-se a muitos colégios, Jesse também acreditava em",Como senti-lo-ia como resultado?,triste,isoladamente,feliz,C
681,681,Sydney descarregava a cabeça de Taylor para o carro antes de fechar a caixa de porta,O que acontecerá com Sydney?,feche a porta,placebo Taylor,smart,A
682,682,Ash tomou muito seriamente a decisão de Casey sobre o assunto.,O que queremos com Casey?,Ser assertivo sobre suas vontades,Mude a cabeça dela,Deitar para baixo,A
683,683,Os pais de Jan já lhe disseram que fariam os trabalhos de casa de Quinn e deixaram,Como senti-lo-ia Quinn?,deve ter sempre o trabalho em casa dele,ser punido," JO L 225 de 31.12.1999, p. 1.",C
684,684,Ash deixou o alimento no forno por muito tempo e começou a cheirosar a queimadura.,O que queremos por Ash?,chama o departamento de incêndio,apagar o alarme de incêndio,remoção dos alimentos,C
685,685,Sydney deu um pouco de conselho sobre como obter um bom grau no teste.,O que vai acontecer com Ash?,agradecimentos a Sydney,ser reconhecido,amado,A
686,686,"Addison queria segurar o bebê, Addison levantou o bebê dos braços de Sa",O que queremos com Sasha?,ter uma espira segurando o bebê,parar Addison de o manter,administre o bebê nos braços,C
687,687,Sydney descarregava depois de Taylor jogar uma frisbee perto da cabeça.,O que queremos por Taylor?,úlcera de Sydney,apanhar a abelha,batimentos da cabeça de Sydney,B
688,688,Ash celerou na rodovia de atropelamento de carros e percorreu várias faixas.,Por que o Ash fez isso?,ser seguro,quis evitar ser tardio,quis ser um cidadão legal,B
689,689,Sasha enviou à noite para Taylor que brincava com amigos.,O que queremos com Sasha?,prurido,estar sozinho,amado,B
690,690,Riley contou para dar a ela algo para deixar o carro emprestado.,Por que o Riley fez isso?,desistência de qualquer coisa em contrapartida,ela não queria nada,obter um favorecimento,C
691,691,"O Skylar levantou o dedo e disse que os outros estavam quietos, pois houve",O que queremos com Skylar?,parar de falar,ser irritado,Sentar- se quietamente,C
692,692,"Skylar deu a oportunidade de se mover, tendo ajudado muito a ela no caminho.",O que acontecerá com Robin?,ser mais sábio,Quer esperar um tempo,Insista em permanecer com Skylar,C
693,693,Alex foi à loja de livros para encontrar livros para ler junto com amigos.,Por que o Alex fez isso?,ter alguma coisa a ver com amigos,Respeitar uma história do livro para os amigos,encontrar a biblioteca,A
694,694,Sydney saiu de Jesse após um momento em que não estavam mais afetos entre si.,O que Jesse quer fazer em seguida?,encontrar um novo parceiro,Esquecimento Jesse,-,C
695,695,Riley nunca perdeu sua boa atitude e continuou tentando.,O que é necessário para que Riley possa fazer antes disso?,conversar com mais pessoas,querem fazer o melhor deles,pensar em atitude,B
696,696,"Casey foi para a escola e quando o professor pediu para fazer o trabalho de casa, a",Como se sentiria Casey depois?,Esperante que o professor o deixe a transformar-se amanhã,distraído,Mau que eles estivessem na escola,A
697,697,"Kai participou de uma disputa de arquéria e ganhou primeiro lugar, exibindo sua trófica",Por que o Kai quis isso?,orgulhava-se de seus pares,A todos os membros,teve o orgulho de vencer a disputa de bowling,B
698,698,"Quando o colégio começou de novo, Casey começou a estudar de manhã, o que não era",Por que o Casey?,riz án án án án án án án án ,sono mais,permanência em casa,A
699,699,"Casey escondeu-se sob as capas, como seus pais se desdobra",O que queremos com Casey?,ficar sutis,não quis ser visto,riz,A
700,700,"Tracey foi muito curto para a posição sentada nessa arena, ela fez um trinca",Como o Tracy se sentiria depois?,"Por favor, é tão curto",Muito curto,A alegria para ver bem,B
701,701,Casey enviou-o para Austin a granel em um desconto de fundo.,O que queremos por Austin?,obter um bom resultado,utilizá- lo,enviar o correio para Austin,B
702,702,"Quando aprendeu uma bomba de stink foi plantada em sala de aula, Quinn chamou",O que vai acontecer com os outros?,cheiro na criança,ser assustado em primeiro lugar quando vê a fumaça,riz se a úlcera é uma doença que se apresenta com uma doença que se apresenta,B
703,703,Robin foi feito com a vida e acabou por cometer suicídio por salto.,O que queremos?,parar de sentir- se deprimido,ter um funeral,Esquecimento de Robin,B
704,704,"Foi o primeiro aniversário de bob, assim Quinn fez bolo para bob.",Como descreveria Quinn?,sucesso,Oblivio,Cuidar,C
705,705,Remy viu uma bela menina sentada na mesa no restaurante.,O que queremos?,conversar com a menina bonita,sorrisos nela,crescimento na menina,B
706,706,"Cameron se sentiu horrível, então ela se aproximou e colocou as coisas ontem.",O que queremos por Cameron?,acolhimento,irritam mais,voltar a sentir-se enjoado,A
707,707,"Remy travou na estrada para pegar o Kendall para a data, Kendall",O que vai acontecer com a Remy?,ter um bom dia de relacionamento com Remy,vergonha,obter a apreciação apresentada,C
708,708,Carson colocou uma cestinha para o banho do primeiro bebê da irmã.,O que queremos por Carson?,ir ao banho de bebê de suas irmãs,rearranjo da cesta,encher a cesta com álcool,A
709,709,Alex assistiu as cartografias online após anular a assinatura de cabo.,O que é necessário para Alex antes disso?,assistir a notícia que a noite,.,finalizar o serviço de assinatura por cabo,C
710,710,Austin ajudou outros estabelecimentos familiares após terem sido criados.,Como os outros se sentiriam como resultado?,feliz que as pessoas ainda sejam amigas,como alguém deve comprar os seus groceries também,apenas mostrando off,A
711,711,Tracy falou no telefone durante a aula de modo tão alto que incomodava todos.,O que os outros querem fazer a seguir?,garantir que o dispositivo foi carregado,< < < < < < < < < ,contacte o instrutor,C
712,712,Cameron achou que seu amigo não chegaria à festa no momento.,Como os outros se sentiriam como resultado?,< < < < < < < < < ,         ,nervosismo,B
713,713,Riley apresentou e substituiu o pneu de Lee na chuva.,O que queremos Lee?,cheiro em Riley por tocar as coisas,fix.,Retire Riley para o almoço como agradecimento,C
714,714,Ash e Aubrey estavam no swingset balançando as pernas para trás e para,O que queremos com Aubrey?,crawl através de um túnel,Fale com Ash,subir uma escada,B
715,715,Ash teve uma festa nesse final de semana e mandou as fotos na fb.,Por que o Ash fez isso?,mostram a diversão que ela teve para,mostram como miserável ela foi, Amigos de marca,A
716,716,"A Jordânia tinha um pneu plano na rua, Austin ajudou a deslocar o carro da Jordânia para",Como se sentiria Austin depois?,satisfeito,gratidão,arrependido,A
717,717,Casey entrou no escritório de Cameron e fez furo e fone de ouvido.,Como descreveria Casey?,satisfeito,nervosismo,dehonest,C
