,Unnamed: 0,context,question,answerA,answerB,answerC,correct
355,355,A Aubrey deu-lhes o nome da Jan para não ser culpada pela provação.,Como descreveria o Aubrey?,Dobras sob pressão,Tem um testamento de aço,satisfeito,A
356,356,Kendall viu a Austin depois daquele turno e acenou-lhe amorosamente.,O que é que a Kendall precisa de fazer antes disto?,Ignora o Riley.,andar por aí,Diz olá à Kendall .,B
357,357,Quinn viu a mãe do Ash na loja e parou para lhe dizer o diabo.,O que quer o Quinn fazer a seguir?,Saiam da loja,Não via o Ash há algum tempo e queria perguntar à mãe dele como estavam.,Falar,C
358,358,Carson disse ao professor que ele nunca faria os trabalhos de casa.,Como se sentiria o professor?,muito desafiador,Como Carson não pode ser ajudado,Um bom aluno.,B
359,359,Addison apanhou moscas na casa para que o ambiente fosse melhor para todos.,Porque é que a Addison fez isto?,ser irritante,ser útil,Arranja um caçador de moscas.,B
360,360,"Depois que a garçonete contou sua história de tristeza sobre como era difícil fazer as contas, Tracy deu outra dica.",Porque é que a Tracy fez isto?,Complimento-a .,Deixe a empregada saber que ela a aprecia .,Marque a gorjeta extra como uma dedução fiscal para o negócio dela,B
361,361,A Tracy juntou o quebra-cabeça do Carson depois de pensar muito tempo.,O que é que o Carson vai querer fazer a seguir?,Verifique o quebra-cabeça.,Faça o quebra-cabeça,necessários para estratégias,A
362,362,A Riley viu a Cameron sair da mesa depois de terem acabado de comer.,O que é que a Riley vai querer fazer a seguir?,limpar a confusão,Começa a comer,limpar,A
363,363,Alex caminhou humildemente com o deus deles durante um sonho em que encontraram o seu criador.,Como descreveria o Alex?,espiritual,surpreendida.,iluminado,A
364,364,"O Casey era cego e não podia andar pelo campus da escola sem ajuda, mas tinham um cão vidente chamado Marley, e o Casey levava o cão Marley para todo o lado.",Como descreveria o Casey?,em preguiçoso,engenhoso,Amando-o muito .,C
365,365,O Ash levou os cães para a casa da Addison para a lavarem e tratarem.,Porque é que o Ash fez isto?,bom a cuidar dos cães,Pagar Addison pelos seus serviços,Porque os cães estavam com fome e cansados.,A
366,366,Tracy foi fazer compras no mercado e trouxe muitos itens bons do supermercado como peixe e carne.,O que é que a Tracy vai querer fazer a seguir?,ficar zangado,comprar mais comida,Come um bom jantar.,C
367,367,"A Taylor sabia muito sobre o Jesse, mas nunca pensou que eles revelariam todos os segredos que tinham.",Como é que a Taylor se sentiria depois?,Como confidando segredos com o Jesse também.,Como denunciar o Jesse aos professores.,chocado com o segredo revelado,C
368,368,A Kendall deixou a Jan no parque para ir ver um filme.,O que vai acontecer com Jan?,triste,Ver o filme sozinha.,Mal por teres deixado a Jan.,A
369,369,"Como não conseguiram resolver suas diferenças, Taylor se divorciou de seu marido.",O que acontecerá aos Outros?,Eles serão solteiros.,estar triste com o divórcio,Casar com Taylor.,A
370,370,A Jan agarrou a Riley pelos cabelos depois de descobrir que ela tinha dormido com o namorado na semana passada.,O que vai acontecer com Jan?,Tornar-me amigo da Riley.,ser ferido,ser espancado pela Riley,C
371,371,A Carson bronzeou-se nas férias quando foi para o México.,O que é que o Carson precisa de fazer antes disto?,Fique em casa.,Arranja bilhetes.,Não faça nada.,B
372,372,A Tracy pratica cantar todas as noites para ser boa a cantar.,Como se sentiria a Tracy depois?,Eles fizeram o melhor que puderam.,Como se pudessem usar alguma prática .,Apaixonado por cantar,A
373,373,A Tracy era a inspetora de karaté da Bailey e a Tracy ensinou a Bailey o suficiente para que a Bailey pudesse ganhar o torneio.,O que vai acontecer à Tracy?,ganhar um prémio no torneio,ser reconhecido como um bom professor,Deixou o emprego.,B
374,374,A Alex derramou o café da Riley e trouxe-lhes outra xícara.,O que é que a Alex precisa de fazer antes disto?,Peço desculpa .,Limpa-o .,de derramar o café,A
375,375,Tracy sabia que o Quinn estava sem dinheiro e comprou o que o Quinn tinha para vender.,Como se sentiria a Tracy depois?,egoísta,- Não.,Cuidadoso,C
376,376,Carson retirou dinheiro para fazer uma compra na mercearia.,Porque fez o Carson isto?,Queria fazer um pagamento.,Queria fazer o check-out da comida.,ir a um caixote automático,B
377,377,A Aubrey tinha uma vida muito ocupada e precisava mudar de roupa com frequência.,Porque é que o Aubrey fez isto?,Adaptem-se à multidão,mau,Compre roupas novas.,A
378,378,"Carson sabia que era mais rápido que o amigo dele, por isso desafiou-os a uma corrida.",Como é que o Carson se sentiria depois?,Angustiado,Motivação,- Temeroso.,B
379,379,Skylar deu à Robin a capacidade de seguir em frente após a tragédia que a atingiu.,Porque é que a Skylar fez isto?,Apoia o Robin.,Dê-lhe as minhas condolências.,Queria que a amiga dela fechasse o assunto.,C
380,380,"O Cameron ia ficar longe por muito tempo, por isso beijou a mãe na bochecha.",Como se sentiriam os Outros?,tão triste,tão calmo,tão zangado,A
381,381,A Taylor matou a Addison pelos crimes que ela cometeu.,O que é que a Taylor precisa de fazer antes disto?,Ela era uma juíza.,necessários para fazer um julgamento,necessários para avaliar a comunidade,B
382,382,"Sasha acendeu uma fogueira, mas a chuva apagou-a rapidamente.",Como é que o Sasha se sentiria depois?,trabalhador,azarado,Estaria preocupada com a saúde dela.,B
383,383,"Remy deu a Skylar um pequeno, mas atencioso presente, aparentemente, Remy queria ser amigo dela.",O que vai a Skylar querer fazer a seguir?,Acredita que os atos de bondade criam amigos.,Dê algo de volta ao Remy.,Tem sentimentos positivos pela Skylar e agiu em conformidade com eles.,B
384,384,"O Remy queria livrar-se de todo o estoque de livros, e ofereceu um desconto neste livro quando o encomendou.",O que é que o Remy precisa de fazer antes disto?,cobrar aos clientes o preço total,enviar um aviso sobre o desconto,Compre os livros do Remy com desconto.,B
385,385,Lee ensinou o mago Alex alguns truques novos para usar no show.,Porque é que o Lee fez isto?,Faça um bom espectáculo,Aprenda algo novo.,Ser um mentor para Alex,C
386,386,"Addison estava muito doente e não podia ir à escola ou brincar fora, então Addison sentou-se e viu televisão.",Porque é que a Addison fez isto?,Odeio TV.,Estava fraco por estar doente.,Continuem a ver televisão.,B
387,387,Bailey chegou a casa e percebeu que não havia leite nem comida na geladeira.,O que é que a Bailey precisa de fazer antes disto?,Certifique-se que a loja estava aberta,Certifique-se que a loja estava fechada,Esqueçam o que eles precisam.,A
388,388,A Aubrey abriu o balcão para tirar a pizza que estavam a cozinhar.,Como é que o Aubrey se sentiria depois?,Alguém que gosta de pizza.,Como se tivessem saído para jantar.,É bom para fazer algo bom.,C
389,389,"A Kendall esqueceu a carteira do Aubrey, apesar de o Aubrey lhe ter lembrado.",Como descreveria a Kendall?,louco,desanimado,muito distante,C
390,390,A Sydney tirou a língua da Cameron da boca para pôr o comprimido que precisavam para tomar.,O que vai acontecer com a Cameron?,ser prejudicado,ficar doente,Fique saudável,C
391,391,A Skylar queria ganhar a competição de canto.,O que é que a Skylar precisa de fazer antes disto?,Ganhar a competição de canto,prática para a competição,Canta o melhor para ganhar a competição de canto.,B
392,392,Jordan fez uma reverência depois da apresentação no teatro.,O que os Outros vão querer fazer a seguir?,Faz um bis.,Aqueça à multidão,Obrigado Jordan.,C
393,393,Jordan tornou-se o jogador final no torneio de paintball tático de alto risco.,Como descreveria o Jordan?,Um atirador preciso.,um jogador de paintball amador,Incapaz de atingir um alvo,A
394,394,Kendall viu o Austin mais tarde e pediu-lhe para sair com ele.,Como se sentiria Austin?,muito zangado,Muito gostado.,Como ir para casa.,B
395,395,"Addison foi para a aula no dia seguinte, o que foi diferente para ela, já que ela costuma faltar à escola todos os dias.",Como descreveria a Addison?,como um quadrado,preguiçoso,Como um bom aluno.,B
396,396,A Aubrey aceitou o revés e terminou os trabalhos de casa.,O que é que o Aubrey vai querer fazer a seguir?,Terminar a tempo,Faça algo divertido.,Peça descanso.,B
397,397,A Tracy olhou para o Kai porque ela era tão bonita.,Como descreveria a Tracy?,interessados,Desagradável,- Que bonito.,A
398,398,"O Casey viu um aluno a intimidar outro aluno, por isso mandou o aluno para casa suspensa, enquanto se investiga.",O que é que o Casey precisa de fazer antes disto?,ajudar a pessoa intimidada,Trabalhar na escola,mostrar autoridade,B
399,399,O Ash disse ao Casey que precisavam de ajuda no trabalho naquele dia.,O que é que o Ash precisa de fazer antes disto?,Vai trabalhar.,Preciso de ajuda.,Compre um pônei.,B
400,400,Jan pergunta a Cameron se vão à festa.,Como descreveria a Cameron?,indeciso,cansado e pronto para ir para casa,Não tenho a certeza e estou pronto para ir para casa .,A
401,401,A Sydney falhou ao tentar furar a língua da Cameron na loja.,Como descreveria Sydney?,senti vergonha,uma pessoa descuidada,Uma pessoa talentosa.,B
402,402,"Remy apresentou Skylar com a aparência de amizade, embora eles não gostassem realmente de Skylar.",Porque é que o Remy fez isto?,evitar confrontos,Usar a Skylar para as suas ligações.,Para manter a Skylar a salvo.,B
403,403,"O Taylor não podia alimentar-se porque era muito pequeno, e o Carson colocou a colher na boca do Taylor para o alimentar.",O que é que a Taylor vai querer fazer a seguir?,Come a comida.,Aproveita .,abrem a boca,A
404,404,A Tracy fez uma aposta com os amigos e a Tracy ganhou a aposta.,O que acontecerá aos Outros?,Perder dinheiro.,carrossel,Celebrar,A
405,405,"Kendall e Austin chegaram ao trabalho ao mesmo tempo, Kendall voltou a vê-los mais tarde naquele turno.",O que vai acontecer com a Kendall?,Continuem a trabalhar.,Ele vai falar com Kendall .,Deixe o turno,A
406,406,Jesse deu ao bebê o nome de seu pai e ficou orgulhoso de continuar a tradição.,O que os Outros vão querer fazer a seguir?,Honrar o pai,Celebrar a decisão dela.,repreende-a,B
407,407,A Tracy subiu a escada da Addison enquanto ela não olhava.,Porque é que a Tracy fez isto?,Levem a escada de volta .,Pegar algo numa prateleira alta,Pergunta à Tracy onde foi a escada deles.,B
408,408,Eu contei a Addison um segredo sobre a minha amiga e a Addison contou à minha amiga.,Como se sentiria a Addison depois?,Estou feliz por ela ter contado.,Como se ela me tivesse traído .,A Addison tem uma boca grande .,B
409,409,A Sasha ligou para a Addison no trabalho sem saber que não podia receber chamadas pessoais durante o horário de trabalho.,Como é que o Sasha se sentiria depois?,muito apressado,Desculpem.,humilhado,B
410,410,A Ash faltou ao trabalho devido à infecção dentária.,O que é que o Ash vai querer fazer a seguir?,puxar o dente,horas de recolha,ir ao dentista,C
411,411,Lee mostra a Alex os novos truques que aprendeu na clínica.,Como Alex se sentiria?,Aprenda os truques do Alex.,Um trabalhador duro em tudo o que faz.,como de costume,C
412,412,A Sydney era a mãe do Ash e dava dinheiro para os filhos gastarem.,O que é que a Sydney vai querer fazer a seguir?,- Não .,"Tinha de fazer algo por ela , como lavar o carro .",Tinha de dizer à mãe que precisava de dinheiro.,B
413,413,A Bailey chorou quando a Alex acabou com ela no sábado passado.,O que vai acontecer com o Alex?,rir com a Bailey .,Chorar com Bailey .,Quero voltar com o Shawn.,B
414,414,Jordan abriu a máquina de lavar louça e começou a descarregar os pratos.,Como descreveria o Jordan?,Feliz é tudo colocado,responsável,preguiçoso,B
415,415,Jan revisou todas as receitas que continham produtos lácteos porque Jan era alérgica a produtos lácteos e não podia comê-los.,Porque é que o Jan fez isto?,Faça algo não lácteo,seguro,Escolha os sem leite.,A
416,416,Carson encontrou as palavras para descrevê-lo e foi a melhor coisa que ele já viu naquele ano.,Porque fez o Carson isto?,em admiração,escrever no seu blog sobre isso,Diz a todos os amigos dele .,C
417,417,A Jan pediu ao Casey para tentar cortar a relva antes que os amigos chegassem.,O que é que a Jan precisa fazer durante este tempo?,Limpe a casa antes que os amigos cheguem para nadar.,Tenho de ir à loja e comprar ingredientes para salada de batatas .,"Não preparam refeições para os amigos, só bebidas.",A
418,418,O Casey foi à mercearia e depois precisava de ir ao médico.,O que vai querer fazer o Casey a seguir?,Guarda os papéis.,ir ao médico,comprar comida,B
419,419,Tracy era boa no futebol e se juntou a uma equipe local.,Como se sentiria a Tracy depois?,São os melhores.,Como jogar futebol.,Eles praticaram muito.,B
420,420,O Jesse foi muito irresponsável e gastou muito dinheiro na parede.,O que é que o Jesse precisa de fazer antes disto?,Queria aliviar a dor interior deles.,comprar um monte de itens desnecessários,Queria viver rápido e morrer jovem.,B
421,421,"A Skylar limpou a sala de jogos dos filhos, pisou numa tampa e colocou-a na caixa de brinquedos.",O que fez a Skylar?,Guarda um brinquedo,Aspirem o tapete .,lavaste os pratos.,A
422,422,Robin controlava bem suas emoções e resolvia o problema calmamente.,Como é que a Robin se sentiria depois?,orgulhoso depois,maduro,não controlado posteriormente,A
423,423,Robin estava dirigindo sob a influência do álcool e bateu num poste telefónico.,Como descreveria a Robin?,envergonhado,Capaz de conduzir embriagado,Irresponsável por conduzir bêbado,C
424,424,A Bailey usou o cartão roubado da mãe para comprar sapatos.,Como descreveria a Bailey?,muito mau,generoso e altruísta,Não se importa com outras pessoas,C
425,425,Jan tentou um novo truque com o skate.,Porque é que o Jan fez isto?,Patinar até casa .,mostrar-se,ir ao parque de skate para treinar,B
426,426,A Robin ligou para o trabalho do Austin para falar com eles e ver o que eles estavam a fazer depois.,Como é que a Robin se sentiria depois?,Como eles aprenderam sobre o seu amigo,desagradável,Como se tivessem falado com o amigo deles.,C
427,427,O Sasha teve uma nota perfeita no teste para a faculdade.,O que é que o Sasha precisa de fazer antes disto?,Envie-as para as faculdades de sua escolha.,Dorme bem.,Estudo,C
428,428,"A Tracy levou a escada da Addison para casa, embora a Addison tivesse esquecido que a tinham emprestado.",Como descreveria a Tracy?,uma pessoa astuta,um amigo traidor/ruim,Confiável e bom,C
429,429,"É inverno e o Quinn precisava de ir comprar um casaco, por isso foi.",Como se sentiria o Quinn depois?,precisava de cortar em suas despesas para os dias restantes da semana,Quebrou porque era caro.,Feliz com o casaco dele.,C
430,430,O Carson comprou uma cerveja na loja e deu-a ao amigo deles.,Porque fez o Carson isto?,Aproveita .,soltar a outra pessoa,Seja rude.,B
431,431,"Carson era um vigarista, por isso nunca disse a verdade.",Como se sentiriam os Outros?,como egoísta,como irritado,tão calmo,B
432,432,O Ash era a única pessoa que a Tracy conhecia.,O que vai acontecer à Tracy?,Desaparece,- Não .,ser recebido,C
433,433,"A Aubrey vestiu o chapéu preferido da Bailey e fugiu com ele, a rir.",O que é que o Aubrey vai querer fazer a seguir?,Devolve o chapéu .,Destruir o chapéu.,Persegui-os.,A
434,434,O Lee sempre pedia permissão à mãe antes de sair sozinho.,O que os Outros vão querer fazer a seguir?,Voltar no tempo .,Dá-lhe uma sova .,Diz-lhe que agradeço .,C
435,435,"Robin caiu no pescoço do Kai, mas levou o peso do impacto nas mãos e joelhos.",O que é que a Robin precisa de fazer antes disto?,Dispersar o impacto com as mãos e joelhos,Deitar um joelho duro no pescoço do Kai.,Paralisar o Kai para sempre .,B
436,436,"O Kai adorava andar na bicicleta da Kendall, por isso pediu para a comprar.",O que vai acontecer com a Kendall?,ficar zangado com o preço de venda,Ignoram-se um ao outro.,determinar se a bicicleta será vendida,C
437,437,O Austin foi ao bar e viu o Brad e ele também viu o Al.,O que é que o Austin precisa de fazer antes disto?,Fique em casa.,ver televisão,Quero uma cerveja do bar.,C
438,438,Kendall estudou mais duro e seu conhecimento estava acima de todos os outros da classe.,O que é que a Kendall vai querer fazer a seguir?,Ir para uma boa faculdade,Queria ser o melhor.,Tente obter um empréstimo de estudo,A
439,439,"A Aubrey encontrou esperança, embora fosse muito doloroso após a morte do marido.",Como é que o Aubrey se sentiria depois?,sentir-se miserável,irritado,feliz,C
440,440,Cameron levantou a saia e mostrou ao médico a perna ferida.,O que é que a Cameron vai querer fazer a seguir?,reparar os danos na perna com um scanner,mau,Sai do consultório do médico.,C
441,441,O Ash pôs a pizza no over e mal podia esperar pelo jantar.,Como é que o Ash se sentiria depois?,impaciente,Adora pizza.,Como se quisessem comer.,C
442,442,Cameron gostou da noite que passaram em casa depois da semana ocupada.,O que é que a Cameron precisa de fazer antes disto?,Descobre o que ele queria para jantar primeiro.,Decidir não sair,dormir,B
443,443,Quinn listou todos os filmes que a Jordan tem mais orgulho de fazer.,O que quer o Quinn fazer a seguir?,Compreender os filmes,Agradeça humildemente ao Quinn por reconhecer os seus esforços,Começar a trabalhar em outro projeto que eles são apaixonados por,A
444,444,Quinn tornou-se advogado num dos melhores escritórios de Nova Iorque.,O que é que o Quinn precisa de fazer antes disto?,Estudar Direito Civil,Foi o melhor,Ir para a faculdade de Direito,C
445,445,Quinn fez o grande teste do estado e ficou bem na fila com todos os outros alunos da sua turma.,Como se sentiriam os Outros?,Não tenho a certeza .,contentamento sobre isso,como de costume,B
446,446,A Skylar estava a apresentar-se a outras pessoas na sala e apertou a mão do Jordan quando o viu.,O que vai a Skylar querer fazer a seguir?,Diz olá,apresentar os outros,- Não .,A
447,447,Lee era pastor e precisava de levar as ovelhas para fora.,Como se sentiriam os Outros?,bom com animais,interessados,- Não.,B
448,448,A Taylor falou no telefone da Robin porque não conseguiam encontrar o seu.,O que é que a Taylor vai querer fazer a seguir?,Encontre o telemóvel deles.,Irresponsável e muitas vezes se aproveita do uso do telefone de Robin,"Mentiram sobre não saber onde está o telemóvel, porque não queriam usar os seus próprios dados.",A
449,449,"O Austin não falava com o seu melhor amigo há muito tempo, então ele ligou-lhe.",Como se sentiriam os Outros?,Louco por isso.,tão felizes.,irritado com ele chamando,B
450,450,Quinn parou o carro e tentou decidir a melhor maneira de fugir à polícia.,O que quer o Quinn fazer a seguir?,Esconde-te numa vala algures.,Fique parado na estrada.,ficar na linha de visão do polícia,A
451,451,Cameron viu a casca da banana no chão antes que o homem eventualmente escorregasse sobre ela.,Como é que a Cameron sabia?,Vê-o magoado.,Pus a banana ali de propósito.,Já vi alguém escorregar antes.,B
452,452,A Sydney acabou de ser promovida no primeiro emprego e deu um jantar.,Porque é que a Sydney fez isto?,Queria recompensar-se.,Queria arranjar outro emprego.,Ser um grande trabalhador,A
453,453,"Kendall mudou a vida da Aubrey, encontrando-lhe um emprego bem pago.",O que vai acontecer ao Aubrey?,Ficar feliz por poderem ajudar,Atira tudo fora.,viver uma vida frutífera,A
454,454,Sydney estava a dar uma festa e tinha tudo o que os outros queriam comer ou beber.,Como se sentiriam os Outros?,Amigável,Socializável,Estragado como resultado,B
455,455,Taylor declarou e a polícia local concordou com o que ela disse.,O que é que a Taylor vai querer fazer a seguir?,ruminantes,Não descansar,Foi-lhe pedido para,A
456,456,O Jesse gerenciava bem o jornal da Addison.,Como se sentiria Addison?,Não tinham hipótese .,Um trabalhador duro.,Eles estavam prontos .,B
457,457,Aubrey foi rapidamente para casa e preparou-se para a cama com lençóis limpos.,O que é que o Aubrey vai querer fazer a seguir?,- Desligado.,Certifique-se que a roupa está lavada .,Certifique-se que os lençóis estão secos,C
458,458,Kendall puxou a mão da Cameron para ela parar de ir para a estrada com a travessia.,O que vai acontecer com a Cameron?,causar um acidente,estar em segurança e saudável,ficar chateado.,B
459,459,A Sasha lavou o carro da Tracy depois de ela o ter conduzido na lama.,Porque é que o Sasha fez isto?,comprar um carro novo,Sash não pretende fazer isso de novo,Conduzir o carro dela.,B
460,460,"A Riley precisava de dinheiro para a renda, por isso pediram dinheiro emprestado ao Sasha.",Como descreveria a Riley?,obrigada a seguir,quebrado,desesperado,B
461,461,A Aubrey foi parada por excesso de velocidade na estrada longa e escura.,Como descreveria o Aubrey?,Respeitar a lei,Despreocupado.,nervoso,B
462,462,Jesse finalmente limpou a casa e fez tudo.,Como se sentiria o Jesse depois?,Como se pudessem estar a limpar,organizado,Bom para limpeza,C
463,463,A Alex deu uma mão à Bailey quando ela não se sentia bem.,Porque é que a Alex fez isto?,Ajudem o amigo deles.,ser grato,ser apreciado,A
464,464,"O Taylor fazia recados, mas no caminho para o trabalho bateu num.",Como é que a Taylor se sentiria depois?,sentir remorso,sentir raiva,responsável,A
465,465,A Skylar comprou cartões de agradecimento para dar à amiga deles no outro dia.,Como descreveria a Skylar?,Agradecido,Como alguém que sabe dos seus amigos,orgulhoso,A
466,466,O Carson tinha fome e estava a tentar decidir se queria comer alguma coisa ou esperar.,Como descreveria o dilema do Carson?,a melhor escolha,Não tem fome e não quer nada.,Fome,C
467,467,"O Austin sentia-se sozinho e precisava de conselhos, por isso ligou para o seu melhor amigo.",Como descreveria o Austin?,gosta de estar com os outros,Um solitário.,empatia,A
468,468,"Cameron bateu na cabeça do cão deles, Sydney, depois de obedecerem às ordens.",O que é que a Sydney vai querer fazer a seguir?,Sê simpático .,Obedeça Cameron.,Alimenta-te,C
469,469,Cameron falhou em três tarefas e recebeu críticas baseadas em habilidade.,Como descreveria a Cameron?,Não é uma pessoa inteligente.,incompetente,Uma pessoa útil.,B
470,470,"A Riley tinha ultrapassado muita coisa, estava muito feliz com a vida dela agora.",O que é que a Riley vai querer fazer a seguir?,Diz aos outros como ela fez isso,Diz ao Riley que estão orgulhosos dele.,isolar-se,A
471,471,O Remy disse que a fotografia parecia estar a descer .,Como é que o Remy se sentiria depois?,Não é tão esperto.,muito aborrecido com as coisas,Muito instruído sobre coisas,C
472,472,"No artigo, Skylar deu ao cão o nome de Ash, porque ela pensava muito no Ash.",Porque é que a Skylar fez isto?,brincar com o cão,Obrigado Skylar .,Honra Ash.,C
473,473,"O Carson estava a tentar descobrir onde ele tinha posto o telemóvel, juntou as pistas e encontrou onde o deixou.",Como é que o Carson se sentiria depois?,Tem boas habilidades de dedução,metodológico,É bom para localizar o telemóvel dele.,C
474,474,A Tracy fez um corte no pescoço do Carson no acidente de carro que eles tiveram na terça-feira.,O que vai acontecer à Tracy?,Leva o Carson para o hospital .,estar feliz com a lesão,Diz ao Carson que foi culpa dele.,A
475,475,O Aubrey vestiu o chapéu do Bailey e fingiu ser um cowboy como ele.,Como descreveria o Aubrey?,Um brincalhão,Uma cowgirl no coração,Uma namorada séria.,A
476,476,Kendall escreveu uma carta usando um computador porque suas mãos estavam muito doentes para escrever uma carta.,O que é que a Kendall precisa de fazer antes disto?,Certificar-se que ela pode escrever a carta corretamente,Dê-lhe descanso às mãos.,Encontre o carregador dela.,A
477,477,A Jordan levou o suporte de guitarra do Kai quando ele não estava a olhar.,Como se sentiria Jordan depois disso?,culpado de ter roubado algo.,subtil,Feliz por ter levado algo que não lhe pertence.,A
478,478,A Robin conheceu a Jan para jantar e comeram uma pizza.,O que vai acontecer ao Robin?,Come uma pizza.,comer no jantar,Atira a pizza fora.,A
479,479,O Ash tem folga do trabalho e está a tirar um dia para relaxar.,O que é que o Ash precisa de fazer antes disto?,precisava de ir à praia.,dormir até tarde,ver televisão,B
480,480,O Lee French beijou uma rapariga naquela noite e conseguiu o número dela para se divertir mais tarde.,Como descreveria o Lee?,Sentir-se entediado,Sentindo-se alegre,sentir-se passivo,B
481,481,Sasha encontrou os clientes da Kendall para almoçar e mostrou-lhes a proposta.,O que é que a Kendall vai querer fazer a seguir?,Insulta-os .,Faça-os entender,Venda a ideia.,C
482,482,"Carson reduziu a dependência de Robin, retirando-a lentamente da substância.",O que vai acontecer ao Carson?,quebrar o vício da substância,E ser aplaudido por alguns.,Desrespeitar o Robin.,A
483,483,A Robin via a mãe todos os dias no parque.,Como descreveria a Robin?,excitado,Pro-social,Muito cruel.,B
484,484,O amigo do Jordan era o melhor jogador de basquete da escola.,O que vai acontecer ao Jordan?,Perderia .,ser contemplativo,Ficaria envergonhado.,B
485,485,"O trânsito estava congestionado, por isso, o Austin desviou o trânsito.",O que é que o Austin vai querer fazer a seguir?,evitar congestionamentos,limpar o trânsito,Desaparece .,B
486,486,A Aubrey comprou um carro no parque de estacionamento por um preço baixo.,O que acontecerá aos Outros?,preguiçoso,Leva o carro para dar uma volta .,orgulhoso,C
487,487,Ash impediu que a porta se movesse para que os outros pudessem sair.,O que os Outros vão querer fazer a seguir?,Os outros vão seguir .,Precisava de trancar a porta.,precisava de colocar um tijolo ao lado da porta,A
488,488,Kendall escrevia cartas para sua avó todas as semanas e as decorava com canetas e aquarelas.,Como se sentiria a Kendall depois?,ansiosa por receber a resposta da avó no correio,muito amoroso,Furiosa que a avó não decora as cartas dela.,B
489,489,Ash ia para outro estado e precisava de lá chegar de manhã.,Porque é que o Ash fez isto?,Faça o check-in num hotel local,usar bem o tempo,Chegar ao novo estado,B
490,490,A Sydney deu um conselho ao Ash sobre como cozinhar o jantar deles.,O que é que o Ash vai querer fazer a seguir?,Use o conselho,Deixe-os cozinhar a comida deles.,A preparar o jantar .,A
491,491,Jan é professora e pediu aos alunos que escrevessem um ensaio sobre seus pais em inglês. Jan revisou todos os trabalhos que continham erros gramaticais.,Porque é que o Jan fez isto?,fazer com que os alunos falem inglês fluentemente,Recolha todos os papéis.,fazer os alunos apontar falhas nos pais,A
492,492,A Taylor ensinou coisas à Jordan depois de aprender a fazê-las há algum tempo.,O que é que a Taylor precisa de fazer antes disto?,Aprenda a fazê-lo.,evitar fazê-lo,ser professora,A
493,493,Alex perguntou à irmã sobre seus planos após a faculdade.,O que é que o Alex vai querer fazer a seguir?,Ajudar a definir um curso,Falem com a irmã deles.,Encontrem a irmã deles.,A
494,494,Austin chegou a clientes existentes e ofereceu-lhes um bom negócio.,O que os Outros vão querer fazer a seguir?,- Não .,Quero ser um grande empregado,Puxar o preço total do serviço,A
495,495,O Kai reservou outra viagem depois de se ter divertido tanto antes.,O que é que o Kai precisa de fazer antes disto?,ser feliz no futuro,Faça reservas antes,ir trabalhar antes,B
496,496,"Cameron ajudou o terapeuta, conversando com ele sobre seus problemas em muitas sessões diferentes.",O que é que o Carson vai querer fazer a seguir?,Agradeça ao terapeuta,Continue a falar com o terapeuta,resolver os seus problemas permanentemente,C
497,497,O Jesse também acreditava na Carson e lutou muito por ela.,O que é que o Carson vai querer fazer a seguir?,"- Não , não .",magoou o Carson .,Ouve o Carson .,C
498,498,"Jordan costumava fazer as mesmas coisas, mas recentemente tentou coisas novas.",Como descreveria o Jordan?,Alguém que vive na beira,não limitado,Alguém que faça as mesmas coisas,A
499,499,O Jesse atravessou a cidade e ia para o restaurante.,Porque é que o Jesse fez isto?,Decidir sair para comer,Vai ao restaurante.,comprar um restaurante,B
500,500,A Aubrey abriu a gaveta para pegar a fita e as tesouras.,O que é que o Aubrey precisa de fazer antes disto?,Vai para a cama.,Organizar os recortes de jornais,Leva luvas .,B
501,501,A Cameron estava a preparar-se para ter um convidado para dormir e a Cameron fez a cama perfeita para eles.,Como descreveria a Cameron?,Uma pessoa terrível.,uma pessoa agradável,Estou animado por ter amigos para a noite .,C
502,502,"Depois de anos sem falar com o Lee, depois da separação, o Casey fez contacto com o Lee.",O que vai querer fazer o Casey a seguir?,fazer as pazes pelo tempo perdido,precisava de decidir falar com o Lee novamente,Precisava de encontrar como contactar o Lee.,A
503,503,"O Riley amava mesmo a Cameron, e decidiu que não queria passar o resto da vida sem ela.",O que é que a Riley vai querer fazer a seguir?,Sugiro mudar para quartos separados .,Pede à Cameron para casar com ele.,Diz à Cameron que não gosta da forma como ela faz o cabelo todos os dias.,B
504,504,A Skylar apertou a mão da Jordan e eles finalmente chegaram a um acordo.,O que é que a Skylar precisa de fazer antes disto?,Conheça o Jordan.,Queriam concordar antes que o Jordan mudasse de ideias.,rasgar o acordo,A
505,505,O Kai levou a Robin ao estande de cachorros-quentes no jogo de futebol.,Porque é que o Kai fez isto?,E satisfazer a fome deles.,Dá um cachorro-quente ao Robin .,- Não . - Não .,B
506,506,"Como Lee tinha móveis extra no armazém, ele forneceu mobiliário para a casa do Quinn.",O que é que o Lee vai querer fazer a seguir?,Arranja o mobiliário na casa do Quinn.,Veja quando o Quinn pode trocar os livros.,Aprenda que o Quinn não tem móveis.,A
507,507,Ash deu uma festa e os outros ficaram felizes por terem sido convidados.,O que vai acontecer aos Outros?,ser convidado para festas de outros,Latargico,Agradecido,A
508,508,Jordan convenceu os pais de Cameron que não haveria problema em Jordan ir de férias com eles.,O que vai acontecer com a Cameron?,receber desprezo do Jordão,Receber agradecimentos da Jordânia,Vai de férias.,C
